rheobase_sweep_num,thumbnail_sweep_num,vrest,ri,sag,tau,vm_for_sag,f_i_curve_slope,adaptation,latency,avg_isi,upstroke_downstroke_ratio_long_square,peak_v_long_square,peak_t_long_square,trough_v_long_square,trough_t_long_square,fast_trough_v_long_square,fast_trough_t_long_square,slow_trough_v_long_square,slow_trough_t_long_square,threshold_v_long_square,threshold_i_long_square,threshold_t_long_square,upstroke_downstroke_ratio_ramp,peak_v_ramp,peak_t_ramp,trough_v_ramp,trough_t_ramp,fast_trough_v_ramp,fast_trough_t_ramp,slow_trough_v_ramp,slow_trough_t_ramp,threshold_v_ramp,threshold_i_ramp,threshold_t_ramp,upstroke_downstroke_ratio_short_square,peak_v_short_square,peak_t_short_square,trough_v_short_square,trough_t_short_square,fast_trough_v_short_square,fast_trough_t_short_square,slow_trough_v_short_square,slow_trough_t_short_square,threshold_v_short_square,threshold_i_short_square,threshold_t_short_square,ID
10,30,-67.4596677507673,212.3698592185974,0.08626049011945724,16.649720183315456,-91.28125762939453,0.1096541800005477,0.034133114674911674,0.013700000000000045,41.331304347826084,2.092799246458961,18.718751907348633,0.5660399999999999,-60.250003814697266,0.5780799999999999,-59.468753814697266,0.56704,-60.250003814697266,0.5780799999999999,-49.84375,40,0.56572,2.1133550927349405,18.437501907348633,1.93458,-60.343753814697266,1.94908,-58.343753814697266,1.9356200000000001,-60.343753814697266,1.94908,-48.750003814697266,35.875,1.9342800000000002,2.0803757993978884,20.4765625,0.50333,-68.125,0.725025,-60.804691314697266,0.50432,,,-50.78125,260.0,0.5030349999999999,sub-601462951_ses-601808619_icephys.nwb
10,44,-64.81024417361698,176.1718988418579,0.27822473645210266,11.044445419251355,-86.3125,0.43445312261745256,0.023364393767029312,0.03933999999999993,73.7723076923077,1.729116563451745,26.125,0.5665199999999999,-50.593753814697266,0.5673999999999999,-50.531253814697266,0.56732,-48.281253814697266,0.5761000000000001,-32.53125,80,0.56622,1.6874938533626622,25.593751907348633,4.14108,-48.8125,4.14196,-48.71875,4.14186,-48.09375,4.15184,-31.375001907348633,91.12499237060547,4.14078,1.7548442596188494,27.22395896911621,0.5032266666666666,-66.078125,0.8055133333333333,-52.78646469116211,0.5040633333333333,,,-34.71354293823242,540.0,0.50296,sub-601462951_ses-601810292_icephys.nwb
8,32,-67.6740858895438,407.9427421092987,0.020447297021746635,37.948493662524655,-98.875,0.38658301158301167,0.011370246366331604,0.03712000000000004,43.19272727272727,2.5288681003388915,-3.750000238418579,0.6096999999999999,-50.437503814697266,0.6158600000000001,-49.000003814697266,0.6127799999999999,-50.437503814697266,0.6158600000000001,-33.156253814697266,50,0.6091199999999999,2.2400856772116366,4.562500476837158,2.33502,-51.84375,2.34032,-50.906253814697266,2.3378200000000002,-51.84375,2.34032,-32.437503814697266,45.874996185302734,2.33446,1.819953143750324,-6.914062857627869,0.50364,-68.84375190734863,0.9758699999999999,-56.40625,0.507455,,,-38.8046875,400.0,0.502585,sub-601462951_ses-601811076_icephys.nwb
35,10,-68.02804255485535,220.96356749534607,0.10028214752674103,20.623674062316553,-91.78125,0.01669748984355757,,0.019260000000000055,48.339999999999826,3.243465532300258,12.312500953674316,0.5617000000000001,-44.687503814697266,0.5809199999999999,-40.968753814697266,0.5647199999999999,,,-34.15625,90,0.56114,3.023560600681656,19.65625,6.731120000000001,-39.750003814697266,6.74434,-35.531253814697266,6.73402,-39.750003814697266,6.74434,-26.312501907348633,156.25,6.7304,3.2633316676518365,15.09375,0.5036466666666667,-67.83333587646484,1.3026933333333333,-50.25,0.5076066666666667,,,-42.125,380.0,0.5031666666666667,sub-603513520_ses-605059999_icephys.nwb
10,32,-65.94090065589317,409.11468863487244,0.11132495850324631,19.152624684404124,-99.03125762939453,0.2635093137849491,0.08197245800019756,0.01981999999999995,56.915000000000006,3.0859046989195686,18.406251907348633,0.62496,-46.25,0.6270800000000001,-46.09375,0.6268799999999999,,,-37.71875,29.999998092651367,0.6245399999999999,3.1238755238799114,16.250001907348633,1.71006,-45.0,1.71216,-44.96875,1.7121399999999998,,,-37.218753814697266,30.624998092651367,1.7096399999999998,2.833887208635234,11.208333015441895,0.5034866666666667,-65.67708587646484,1.33772,-47.69791793823242,0.5053466666666667,,,-39.77083206176758,300.0,0.5031,sub-603513520_ses-605160446_icephys.nwb
11,37,-65.3374919184932,313.41153383255005,0.05104287341237068,14.042910500945142,-99.43750762939453,0.09236215340801425,0.10278156252698292,0.013479999999999936,19.513333333333346,2.8637127519349184,25.031251907348633,0.60242,-53.468753814697266,0.60992,-52.281253814697266,0.6044400000000001,,,-38.78125,20,0.60196,2.769952951222877,23.765625,1.3784599999999998,-53.578125,1.3890099999999999,-52.312503814697266,1.38049,-53.57812690734863,1.3890099999999999,-38.0,22.0,1.378,2.922923740726088,21.931819222190164,0.5035599999999999,-66.0710220336914,1.1996454545454545,-54.73579406738281,0.5058854545454546,,,-40.85795593261719,220.0,0.5031490909090909,sub-603513553_ses-604626206_icephys.nwb
8,35,-70.04945057836072,256.24990463256836,0.03353811800479889,18.220313225568823,-97.78125762939453,0.018589393037460777,,0.0250999999999999,22.620000000000083,2.9468562032994603,30.156251907348633,0.5653999999999999,-46.34375,0.56738,-46.281253814697266,0.5672999999999999,,,-35.437503814697266,50,0.5649599999999999,,,,,,,,,,,,,2.79598626024111,27.057292302449543,0.50334,-71.203125,1.0560033333333334,-51.911460876464844,0.5059233333333334,,,-40.86458206176758,390.0,0.50293,sub-603513553_ses-604646572_icephys.nwb
50,42,-71.5711294638144,144.27076280117035,0.00368298776447773,7.540485070290695,-87.84375,1.2273144443742021,0.0021410027004772586,0.009640000000000093,12.962105263157891,1.1488579235925112,15.000000953674316,0.52068,-58.812503814697266,0.5216000000000001,-58.812503814697266,0.5216000000000001,,,-35.5,150,0.52024,1.022899022567926,7.0,7.23926,-51.718753814697266,7.24052,-51.53125,7.24034,,,-34.59375,168.5,7.23872,1.2808179371328037,23.796876907348633,0.503455,-71.2812557220459,0.7856399999999999,-58.859378814697266,0.504245,,,-44.453125,400.0,0.5030349999999999,sub-604669385_ses-606271245_icephys.nwb
15,45,-72.8353983561198,122.39579856395721,0.05581064894795418,8.629824607869724,-86.65625762939453,0.7602993462381757,0.09178900450468401,0.014319999999999888,20.08000000000004,1.5546941674997725,22.187501907348633,0.5348200000000001,-51.6875,0.5358399999999999,-51.500003814697266,0.5356799999999999,,,-31.281251907348633,180,0.53454,1.3979843752815364,11.6875,9.661119999999999,-50.593753814697266,9.66386,-50.375003814697266,9.662519999999999,,,-28.218751907348633,229.125,9.66076,1.5932242109055326,26.450000762939453,0.5032639999999999,-73.10624694824219,1.031768,-54.243751525878906,0.504064,,,-42.568748474121094,560.0,0.502996,sub-604669385_ses-606308251_icephys.nwb
16,20,-74.31004744309645,76.56259089708328,0.039566997438669205,6.0611441371008805,-84.43750762939453,0.8071428571428539,0.004923765465555793,0.05353999999999992,23.636,1.5776162132995282,13.093750953674316,0.6027,-53.812503814697266,0.6040000000000001,-53.781253814697266,0.6038399999999999,,,-33.34375,370,0.60236,1.6486915982185493,9.734375,15.125039999999998,-51.390628814697266,15.1265,-51.156253814697266,15.126299999999999,,,-31.609375,365.6875,15.124679999999998,1.673664547409799,5.085937639077504,0.5033199999999999,-74.40625,0.9016933333333333,-62.06770706176758,0.50639,,,-41.80729420979818,850.0,0.5027816666666666,sub-605770584_ses-606098055_icephys.nwb
34,9,-61.9460551738739,288.1510555744171,0.05842486768960953,13.662016466595599,-93.75000762939453,0.2467938508498207,0.09404719492115479,0.02078000000000002,76.73818181818181,2.9578515864078954,18.531251907348633,0.63764,-41.125003814697266,0.6732799999999999,-37.281253814697266,0.63978,,,-31.093751907348633,50,0.63716,2.9254667067700124,21.4375,2.84931,-39.015625,2.88728,-37.250003814697266,2.8513900000000003,-39.01562690734863,2.88728,-31.359375,58.8125,2.84882,2.781375817389283,18.950893674577987,0.5032771428571428,-61.924110412597656,1.0195428571428573,-48.83928680419922,0.5065114285714285,,,-34.85268020629883,239.99998474121094,0.5028428571428571,sub-610663829_ses-611497338_icephys.nwb
11,12,-70.85195396060035,171.35410010814667,0.033660441637039185,12.474945805672762,-89.78125762939453,0.01827411212695221,-0.03233944041825894,0.023400000000000087,177.968,2.8866773465599262,32.0,0.94462,-42.03125,0.94648,-41.96875,0.94642,,,-28.406251907348633,170,0.94418,2.6860701435184007,31.203128814697266,6.91226,-42.171875,6.91414,-42.078128814697266,6.914070000000001,-40.421878814697266,6.93246,-30.843751907348633,160.3125,6.911759999999999,3.4243827346833315,37.5178587777274,0.5032714285714286,-71.52678680419922,1.1056685714285714,-55.68750272478376,0.5060314285714286,,,-35.68303680419922,540.0,0.5029428571428571,sub-610663879_ses-612271479_icephys.nwb
13,50,-74.07988638626902,155.72912991046906,0.047161925584077835,11.431497922399185,-92.93750762939453,0.008846918660645405,,0.008759999999999879,,2.5649096705169634,34.15625,0.5259,-50.0,0.5270999999999999,-49.906253814697266,0.5270600000000001,,,-38.093753814697266,140,0.5255399999999999,2.042608398142699,32.203128814697266,7.739109999999999,-48.500003814697266,7.740519999999999,-48.375003814697266,7.74045,-47.000003814697266,7.36596,-34.546875,181.0625,7.73865,2.583325885534723,37.875,0.503469090909091,-74.9261405251243,1.0521163636363637,-53.57386641068892,0.5046472727272727,,,-49.48295593261719,350.0,0.5031036363636363,sub-610663885_ses-612893090_icephys.nwb
38,11,-67.9183402783943,213.15112709999084,0.05815044417977333,12.544307567088921,-92.15625,0.09884332281808626,,0.016659999999999897,53.600000000000094,3.1063134999965842,31.531251907348633,0.5841000000000001,-44.562503814697266,0.6213,-43.750003814697266,0.5855999999999999,,,-31.437501907348633,90,0.5836999999999999,2.735172504965254,29.531251907348633,5.01512,-41.71875,5.01698,-41.593753814697266,5.01674,-41.187503814697266,5.1195,-28.9375,112.9375,5.01468,3.316395363289851,30.875001907348633,0.5032571428571428,-67.78571319580078,0.8707371428571429,-46.04018020629883,0.5048314285714286,,,-39.433037349155974,340.0,0.5029199999999999,sub-610663891_ses-613432846_icephys.nwb
18,60,-69.87754221165434,87.63017505407333,0.013455945067107677,9.108083210720267,-81.12500762939453,-0.06047300342925949,,0.009260000000000046,,1.1766587787758584,14.0,0.5121,-53.6875,0.51282,-53.625003814697266,0.51274,,,-29.59375,400,0.5118,0.9685511324649756,5.09375,15.45112,-47.84375,15.452119999999999,-47.78125,15.45202,,,-26.28125,373.875,15.450719999999999,1.3494396902204175,13.700000381469726,0.503216,-70.4312515258789,0.9583,-58.3125,0.5039,,,-43.60000152587891,560.0,0.5029519999999998,sub-612905668_ses-614728579_icephys.nwb
10,47,-66.32695828951321,136.71869039535522,0.16772276163101196,12.539564625562429,-83.28125762939453,0.17649566100313774,,0.07820000000000005,154.13999999999993,1.7176270204638475,33.218753814697266,0.6471199999999999,-46.781253814697266,0.66282,-44.625003814697266,0.64804,,,-27.625001907348633,130,0.6467799999999999,1.5666630372077257,33.0,7.0005,-44.90625,7.0118,-42.90625,7.00142,-44.90625,7.0118,-24.96875,162.625,7.00012,1.828184211776101,37.578125,0.5034,-67.765625,0.639865,-46.875003814697266,0.504385,,,-33.078125,860.0,0.50307,sub-617297304_ses-623326214_icephys.nwb
11,9,-57.234856367111206,169.79169845581055,0.18371331691741943,18.791706045188164,-81.43750762939453,0.35714280653973374,0.046971948297014156,0.03923999999999994,95.898,2.083516129651161,22.750001907348633,0.6316999999999999,-48.687503814697266,0.65154,-47.250003814697266,0.63316,,,-32.750003814697266,59.999996185302734,0.6312800000000001,2.0399071008508702,22.84375,3.30726,-46.843753814697266,3.3255,-45.250003814697266,3.30862,-46.843753814697266,3.3255,-31.1875,70.25,3.30682,1.9354237224413033,18.97916603088379,0.5034599999999999,-59.20833206176758,0.8459733333333332,-50.000003814697266,0.5050199999999999,,,-32.8125,550.0,0.5030733333333334,sub-617297304_ses-623326928_icephys.nwb
12,41,-72.10509532206767,104.68752682209015,0.07727465778589249,5.331820726677721,-86.71875,0.7358161739886708,0.011462286024117713,0.04737999999999998,23.785999999999994,1.764504131714842,6.25,0.61958,-54.968753814697266,0.6223799999999999,-54.218753814697266,0.62134,-54.968753814697266,0.6223799999999999,-33.1875,150,0.6192,1.7716337477719937,3.125,6.35342,-54.906253814697266,6.3567,-54.15625,6.35566,-54.906253814697266,6.3567,-32.6875,146.375,6.35304,1.8731215545593818,0.2109375298023224,0.503115,-72.203125,1.21551,-63.703125,0.50606,,,-39.070316314697266,469.9999694824219,0.5027649999999999,sub-617297314_ses-623415006_icephys.nwb
12,36,-71.62896227836609,243.35946142673492,0.15234233438968658,15.233536909177683,-100.43750762939453,0.4421784776902888,0.09010757724681764,0.025819999999999954,60.72545454545455,1.9314918359940256,19.843751907348633,0.56446,-55.312503814697266,0.5657000000000001,-55.28125,0.5656399999999999,-53.718753814697266,0.5745800000000001,-39.0625,80,0.56406,1.8307065588942786,19.843751907348633,3.85494,-53.343753814697266,3.85618,-53.28125,3.8561199999999998,-53.312503814697266,3.86594,-36.500003814697266,83.875,3.85452,1.9641147974067814,26.718750953674316,0.503455,-72.2578125,0.8194250000000001,-57.8203125,0.50451,,,-43.42187690734863,479.9999694824219,0.503095,sub-617297314_ses-623434287_icephys.nwb
10,36,-64.61246853783017,277.2134840488434,0.0023563348222523928,17.144141290070493,-98.06250762939453,0.1352475243831216,0.045370866769341225,0.009239999999999915,43.82181818181819,2.2064784488489955,26.28125,0.5651200000000001,-56.687503814697266,0.5666199999999999,-56.500003814697266,0.5663799999999999,-55.625003814697266,0.5812999999999999,-50.0,20,0.5647,2.2162866002472104,25.515626907348633,1.2268999999999999,-56.953128814697266,1.24237,-56.562503814697266,1.2282499999999998,-56.734378814697266,1.25386,-48.468753814697266,18.25,1.2264799999999998,2.2589911636244207,25.73958396911621,0.5034266666666667,-64.53472137451172,1.2999933333333333,-57.30555725097656,0.5047444444444444,,,-50.93402862548828,170.0,0.5030422222222222,sub-617297324_ses-623813080_icephys.nwb
11,38,-74.80890619187127,599.2188453674316,0.26669082045555115,36.96463404848382,-96.71875,0.27529069504749454,0.036033347865349466,0.01974000000000009,52.91666666666666,2.1307709789056837,11.750000953674316,0.5687599999999999,-62.468753814697266,0.5707800000000001,-62.375,0.57056,,,-49.500003814697266,29.999998092651367,0.56822,2.095348162975231,13.34375,1.36092,-61.968753814697266,1.36302,-61.796878814697266,1.3628399999999998,,,-47.296878814697266,21.5625,1.36035,2.0064130754161758,-1.328125,0.5035725,-75.10156536102295,1.23253,-61.84765625,0.5060775,,,-43.1171875,320.0,0.5030874999999999,sub-617297324_ses-623891110_icephys.nwb
14,45,-67.98327347327923,246.09380960464478,0.17722797393798828,23.88791906904345,-95.09375762939453,0.3013370713823593,0.014775657413596002,0.034480000000000066,46.004000000000005,2.0330584181349827,1.5625,0.7567999999999999,-54.375003814697266,0.7732399999999999,-52.71875,0.7590399999999999,,,-39.937503814697266,70,0.7563,2.0538514205361285,-0.4843750298023224,3.2240900000000003,-56.0625,3.23928,-54.296878814697266,3.2263200000000003,-56.06250190734863,3.23928,-40.625,68.125,3.22358,1.7706208723527272,3.2070314288139343,0.503415,-68.46484375,0.8990125,-59.828125,0.5057574999999999,,,-36.02734565734863,600.0,0.50297,sub-617297324_ses-623945666_icephys.nwb
50,11,-74.2928862138228,222.52610325813293,0.09925436228513718,20.048023024968536,-100.09375,0.220301412789672,0.1745752782659662,0.03316000000000008,34.13999999999995,2.0792769503248723,24.6875,0.55948,-60.687503814697266,0.56132,-60.593753814697266,0.56104,,,-43.0,59.999996185302734,0.55904,1.6497413093739395,26.281251907348633,5.85639,-51.796875,5.8582,-51.687503814697266,5.85802,,,-29.937501907348633,133.9375,5.85582,2.207315823306835,29.859375,0.5033133333333333,-74.53125,1.0857166666666667,-58.75520706176758,0.5048333333333332,,,-45.234375,570.0,0.5028833333333332,sub-617297324_ses-623989197_icephys.nwb
13,33,-59.92532489174291,291.27612709999084,0.06614085286855698,27.813699346985814,-90.06250762939453,0.31145832642498955,0.055203803071440995,0.007160000000000055,60.76999999999999,2.1271247467353382,13.625000953674316,0.55348,-57.312503814697266,0.5551599999999999,-56.968753814697266,0.55484,-55.500003814697266,0.567,-48.96875,29.999998092651367,0.5530200000000001,2.101169378078792,12.703125953674316,1.5394599999999998,-57.046878814697266,1.54114,-56.828128814697266,1.54088,-56.01562690734863,1.55396,-47.609378814697266,26.0,1.539,2.1425018326848386,13.362500190734863,0.503196,-61.306251525878906,1.062252,-59.15625,0.5046120000000001,,,-50.937503814697266,170.0,0.5027760000000001,sub-617297334_ses-626069887_icephys.nwb
10,34,-64.44202688465948,318.7499940395355,0.049650877714157104,22.422089250772995,-99.46875,0.03928046966519759,,0.018180000000000085,22.98,1.7311342609556526,28.250001907348633,0.5837600000000001,-58.812503814697266,0.58542,-58.812503814697266,0.58542,,,-41.78125,29.999998092651367,0.58318,1.0063288170272173,15.687500953674316,6.07207,-53.359378814697266,6.07433,-53.296875,6.07414,,,-30.609378814697266,139.3125,6.07113,1.8007566882045436,25.098214830671036,0.5033942857142858,-64.69642639160156,1.0372314285714286,-59.031253814697266,0.5050399999999999,,,-45.76339340209961,239.99998474121094,0.5028628571428572,sub-617297334_ses-626081013_icephys.nwb
10,37,-68.21283622409986,322.9166269302368,0.1938668191432953,41.077049902460516,-98.71875762939453,0.3512572533849129,0.033090268473948276,0.03079999999999994,39.624347826086954,2.235548978124076,26.5625,0.6683600000000001,-54.812503814697266,0.6700200000000001,-54.656253814697266,0.6698999999999999,,,-43.281253814697266,40,0.6678200000000001,2.2139675839625257,29.859376907348633,1.91152,-55.562503814697266,1.91307,-55.484378814697266,1.91299,,,-43.21875,35.3125,1.9110099999999999,2.050229872781718,24.113282203674316,0.5035675,-69.203125,1.1286874999999998,-56.93359375,0.5049775000000001,,,-41.82421875,489.9999694824219,0.5031249999999999,sub-617297334_ses-626103744_icephys.nwb
40,42,-69.77822748819987,144.66139674186707,0.018909789621829987,11.237324970215278,-86.03125,0.16761597468427064,,0.016960000000000086,27.279999999999973,1.855540286750344,31.125001907348633,0.5502400000000001,-59.687503814697266,0.5512600000000001,-59.593753814697266,0.55114,,,-44.03125,110,0.5499,1.8184683008811369,30.78125,3.97692,-62.67188262939453,4.00725,-58.984375,3.9778599999999997,-67.65625762939453,1.35398,-53.71875762939453,86.9375,3.97652,1.9173506383479464,32.33928680419922,0.5033457142857143,-70.55357360839844,1.0623542857142856,-60.87946319580078,0.5042685714285714,,,-48.40625,440.0,0.5030142857142856,sub-617297334_ses-626152964_icephys.nwb
37,39,-70.45883065682871,181.38021230697632,0.058020204305648804,14.0769350482837,-91.00000762939453,0.2632876712328767,,0.019439999999999902,24.46000000000015,1.6374990035981092,12.031250953674316,1.1346,-63.500003814697266,1.13592,-63.3125,1.1358,,,-49.78125,70,1.1341999999999999,1.5106696539699966,18.953125,5.97533,-59.156253814697266,5.97658,-58.953128814697266,5.97644,,,-41.0,136.9375,5.9749,1.6096111108769435,17.088542938232422,0.5034666666666666,-70.83333587646484,1.1181833333333333,-63.91666793823242,0.5046133333333332,,,-50.90104293823242,340.0,0.50309,sub-617297348_ses-627867536_icephys.nwb
12,42,-74.09387803077698,170.9635704755783,0.21378256380558014,12.735844799376357,-92.96875762939453,0.4215286058565982,0.07408872663954685,0.03380000000000005,59.97999999999999,1.6445957126552286,13.906250953674316,0.6962599999999999,-56.500003814697266,0.70912,-54.656253814697266,0.6972400000000001,,,-39.593753814697266,100,0.6959,1.4676729472503194,11.750000953674316,6.31816,-53.875003814697266,6.3285,-53.1875,6.3192,-53.875003814697266,6.3285,-35.0,145.5,6.31778,1.7377217573457309,14.0625,0.503325,-74.41407012939453,0.9006149999999999,-59.109378814697266,0.50441,,,-45.6640625,600.0,0.5029950000000001,sub-617297348_ses-627876610_icephys.nwb
