"","data","Val0","Val1","Val2","ttype","cellnames","gmm_cluster","gmm_cluster.1","col"
"132","Expr",0.00126561930921636,0.0120867476094093,-0.00376781391529986,"Sst","SM-GE64V_S116_E1-50",3,3,"#7570B3"
"133","Expr",5.61417872398706e-05,0.00739350395730924,-0.00495525664499223,"Sst","SM-GE64V_S117_E1-50",3,3,"#7570B3"
"134","Expr",0.00172895983069995,0.0147606731277837,-0.00507273718378611,"Sst","SM-GE64V_S118_E1-50",3,3,"#7570B3"
"135","Expr",0.00278653828681968,0.0149593466394976,-0.00350107551335691,"Sst","SM-GE64L_S003_E1-50",3,3,"#7570B3"
"136","Expr",0.00287883835058147,0.0146081255036442,-0.00328052848375558,"Sst","SM-GE64V_S120_E1-50",3,3,"#7570B3"
"137","Expr",0.000232241275024011,0.013015513643232,-0.00620588516123731,"Sst","SM-GE64V_S110_E1-50",3,3,"#7570B3"
"138","Expr",0.00346848698075341,0.00748249179373659,0.00177255239567593,"Sst","SM-GE64V_S114_E1-50",5,5,"#66A61E"
"139","Expr",0.00442903842503688,-0.00103898198385903,-0.00175461165400617,"Sst","SM-GE64V_S115_E1-50",5,5,"#66A61E"
"140","Expr",0.000654482796724068,0.0117272813715196,-0.0056078605492343,"Sst","SM-GE64L_S008_E1-50",3,3,"#7570B3"
"141","Expr",0.00103037503430894,0.0116315716100081,-0.00123822184485717,"Sst","SM-GE64L_S010_E1-50",3,3,"#7570B3"
"142","Expr",0.00139267283854152,0.010841407628618,-0.00474761579519835,"Sst","SM-GE64L_S011_E1-50",3,3,"#7570B3"
"143","Expr",0.0124076359918727,-0.0040379390392239,0.0146709753005971,"Vip","SM-GE64L_S018_E1-50",1,1,"#1B9E77"
"144","Expr",0.00105936745818627,0.00941404157062089,-0.00440975194164727,"Sst","SM-GE64L_S019_E1-50",3,3,"#7570B3"
"145","Expr",0.00646930599265959,-0.0205942871544873,-0.0190227491003945,"Lamp5","SM-GE64L_S027_E1-50",4,4,"#E7298A"
"146","Expr",0.00958162948670583,-0.0192167618341006,-0.020677432797761,"Lamp5","SM-GE64F_S097_E1-50",4,4,"#E7298A"
"147","Expr",0.00938049300055877,-0.013847874832185,-0.00885558553743862,"Lamp5","SM-GE64F_S098_E1-50",4,4,"#E7298A"
"148","Expr",0.0112546345554374,-0.0224649342441586,-0.0218700618228204,"Lamp5","SM-GE64F_S112_E1-50",4,4,"#E7298A"
"149","Expr",0.0131651571245015,-0.00297022517809171,0.0186548813253477,"Vip","SM-GE64F_S105_E1-50",1,1,"#1B9E77"
"150","Expr",0.000987965729079687,-0.0107354018617138,-0.0114176666987918,"Lamp5","SM-GE64F_S106_E1-50",5,5,"#66A61E"
"151","Expr",0.000669315908972392,0.0156614513613322,-0.00744174145877671,"Sst","SM-GE64L_S048_E1-50",3,3,"#7570B3"
"152","Expr",0.00623457126597687,-0.0163937914031596,-0.0156215292710701,"Lamp5","SM-GE64F_S101_E1-50",4,4,"#E7298A"
"153","Expr",0.00533296852153986,0.0121572582729798,0.000647592870210985,"Sst","SM-GE64F_S108_E1-50",5,5,"#66A61E"
"154","Expr",0.0119079388123306,-0.0254572910582128,-0.0277133101918195,"Lamp5","SM-GE64F_S118_E1-50",4,4,"#E7298A"
"155","Expr",0.00836772820225301,-0.0105690909814172,-0.00520498080834785,"Lamp5","SM-GE64F_S110_E1-50",5,5,"#66A61E"
"156","Expr",0.0100395273505487,-0.0208547794551622,-0.0208976808950291,"Lamp5","SM-GE64F_S119_E1-50",4,4,"#E7298A"
"157","Expr",0.0108766063561225,-0.0232304292716886,-0.0258154622506917,"Lamp5","SM-GE64F_S120_E1-50",4,4,"#E7298A"
"158","Expr",0.00627194111678436,-0.0092057727321632,-0.00610009283252517,"Lamp5","SM-GE64F_S128_E1-50",5,5,"#66A61E"
"159","Expr",0.0110904773126254,-0.0232808882521132,-0.0248093012101514,"Lamp5","SM-GE64F_S129_E1-50",4,4,"#E7298A"
"160","Expr",0.00622296411336316,-0.0101424487997554,-0.0118111948368395,"Lamp5","SM-GE64F_S135_E1-50",5,5,"#66A61E"
"161","Expr",0.0116235008588615,-0.02545787423621,-0.0280956295754403,"Lamp5","SM-GE64F_S130_E1-50",4,4,"#E7298A"
"162","Expr",0.0116874236439728,-0.0256030821203172,-0.0283569191821727,"Lamp5","SM-GE64F_S131_E1-50",4,4,"#E7298A"
"163","Expr",0.0116332563664384,-0.0252844264356431,-0.0274908150123646,"Lamp5","SM-GE64F_S146_E1-50",4,4,"#E7298A"
"164","Expr",0.000373457290865134,0.0104127295793039,-0.00460675030562754,"Sst","SM-GE64F_S147_E1-50",3,3,"#7570B3"
"165","Expr",0.00937813506584695,-0.0119064152939278,-0.0107026679400866,"Lamp5","SM-GE64F_S151_E1-50",4,4,"#E7298A"
"166","Expr",0.0104661230430036,-0.0218810928391806,-0.0213214528444445,"Lamp5","SM-GE64F_S148_E1-50",4,4,"#E7298A"
"167","Expr",-0.0132870046989453,0.000821963239691304,0.00050744067320867,"Pvalb","SM-GE64F_S152_E1-50",5,5,"#66A61E"
"168","Expr",0.0116245593810234,-0.0251160991182425,-0.0275633822265414,"Lamp5","SM-GE64F_S125_E1-50",4,4,"#E7298A"
"169","Expr",0.00893010552357951,-0.00378896831268756,0.0101859078174956,"Vip","SM-GE64F_S162_E1-50",5,5,"#66A61E"
"170","Expr",0.000260051253607633,0.0131092423373668,-0.00673469436900729,"Sst","SM-GE64F_S163_E1-50",3,3,"#7570B3"
"171","Expr",-0.00223094696718269,0.0113760053018752,-0.0063778797674207,"Sst","SM-GE64F_S164_E1-50",3,3,"#7570B3"
"172","Expr",0.0130910888181928,-0.0049699347317649,0.0166886711379366,"Vip","SM-GE64F_S153_E1-50",1,1,"#1B9E77"
"173","Expr",0.0134691965265166,-0.00405993120313938,0.0182637472963862,"Vip","SM-GE64F_S154_E1-50",1,1,"#1B9E77"
"174","Expr",0.00668178248789346,-0.00943184305542484,-0.00808723200707571,"Lamp5","SM-GE64F_S166_E1-50",5,5,"#66A61E"
"175","Expr",0.00749034968295113,-0.0121202122646777,-0.00951406835808402,"Lamp5","SM-GE64F_S176_E1-50",5,5,"#66A61E"
"176","Expr",-0.00714797942637098,-0.00229037931692748,0.00118180555565603,"Pvalb","SM-GE64F_S155_E1-50",5,5,"#66A61E"
"177","Expr",0.0118328301604359,-0.0261347025600786,-0.0290566202405748,"Lamp5","SM-GE64F_S183_E1-50",4,4,"#E7298A"
"178","Expr",0.0112526707224155,-0.0241308564844811,-0.0259249004758605,"Lamp5","SM-GE64F_S191_E1-50",4,4,"#E7298A"
"179","Expr",0.0111758946940003,-0.0249437631533757,-0.0269527142047015,"Lamp5","SM-GE643_S145_E1-50",4,4,"#E7298A"
"180","Expr",-0.0203344671966162,-0.00816937349975471,0.00553020372239853,"Pvalb","SM-GE643_S149_E1-50",2,2,"#D95F02"
"181","Expr",-0.00123777597250644,0.0121204608684979,-0.00581396958801657,"Sst","SM-GE643_S150_E1-50",3,3,"#7570B3"
"182","Expr",0.00213407604466456,0.00872701721924408,-0.00266164943304689,"Sst","SM-GE643_S186_E1-50",5,5,"#66A61E"
"183","Expr",0.00154965442254109,0.0133712035663222,-0.00584779191645259,"Sst","SM-GE66I_S153_E1-50",3,3,"#7570B3"
"184","Expr",-0.00194436761662872,0.014034920893069,-0.00841550840338831,"Sst","SM-GE66M_S025_E1-50",3,3,"#7570B3"
"185","Expr",-0.000141762443719513,0.00459040389617703,-0.00407011970894634,"Sst","SM-GE66M_S026_E1-50",5,5,"#66A61E"
"186","Expr",-0.0230508501451795,-0.0107529269588157,0.00795512866657512,"Pvalb","SM-GE66M_S017_E1-50",2,2,"#D95F02"
"187","Expr",-0.0111151675145538,-0.00690975052665623,0.00313795812421152,"Pvalb","SM-GE66P_S087_E1-50",5,5,"#66A61E"
"188","Expr",-0.018708511126873,-0.00684894545271362,0.00426100095223138,"Pvalb","SM-GE66C_S099_E1-50",5,5,"#66A61E"
"189","Expr",-0.0216982610944274,-0.0100102254666297,0.00685873977297916,"Pvalb","SM-GE66C_S100_E1-50",2,2,"#D95F02"
"190","Expr",-0.0194118677625428,-0.00910639081584017,0.00527167015580215,"Pvalb","SM-GE66P_S085_E1-50",2,2,"#D95F02"
"191","Expr",-0.0110752917454674,-0.0157548257233801,-0.00666151394976973,"Pvalb","SM-GE66P_S086_E1-50",5,5,"#66A61E"
"192","Expr",0.00243680604036967,0.0147700074070534,-0.0030157367491703,"Sst","SM-GE66C_S114_E1-50",3,3,"#7570B3"
"193","Expr",0.00318607025397917,0.0150325765048523,-0.00319648041140344,"Sst","SM-GE66C_S115_E1-50",3,3,"#7570B3"
"194","Expr",-0.00174732550690881,0.0110069501682947,-0.00780062386858078,"Sst","SM-GE66C_S108_E1-50",3,3,"#7570B3"
"195","Expr",-0.002010332943595,0.0111444363000456,-0.00574522636811508,"Sst","SM-GE66C_S104_E1-50",3,3,"#7570B3"
"196","Expr",-0.021190369294289,-0.0097588079567355,0.0064252210590277,"Pvalb","SM-GE66C_S119_E1-50",2,2,"#D95F02"
"197","Expr",-0.0212851164748976,-0.010008960539147,0.00648628145814354,"Pvalb","SM-GE66C_S120_E1-50",2,2,"#D95F02"
"198","Expr",-0.0223370838777552,-0.0104807696801864,0.00684377916866289,"Pvalb","SM-GE66C_S106_E1-50",2,2,"#D95F02"
"199","Expr",-0.0214438388639399,-0.0106449982634123,0.00602029164909409,"Pvalb","SM-GE66C_S113_E1-50",2,2,"#D95F02"
"200","Expr",-0.000811452638788583,0.0144812166752471,-0.00800790096296084,"Sst","SM-GE66C_S129_E1-50",3,3,"#7570B3"
"201","Expr",-0.0105901476685034,0.00428060786868693,-0.00254228111784226,"Sst","SM-GE66C_S130_E1-50",5,5,"#66A61E"
