"","data","Val0","Val1","Val2","ttype","cellnames","gmm_cluster","gmm_cluster.1","col"
"1","Expr",0.00787943025807994,-0.000336489762541277,0.00218822028287541,"Sst","PS0817_E1-50_S19",5,5,"#66A61E"
"2","Expr",0.000573550239491318,0.0126147782134026,-0.00607749141655544,"Sst","PS0817_E1-50_S26",3,3,"#7570B3"
"3","Expr",-0.000129879903950805,0.0136641332703735,-0.00699044055391309,"Sst","PS0817_E1-50_S27",3,3,"#7570B3"
"4","Expr",-0.000602264363335439,0.0143599399564281,-0.0083455759734581,"Sst","PS0817_E1-50_S28",3,3,"#7570B3"
"5","Expr",0.00110176849291338,0.0142655195132482,-0.00652603434223459,"Sst","PS0817_E1-50_S46",3,3,"#7570B3"
"6","Expr",-0.000454414625217368,0.0123305166924144,-0.00621394625584246,"Sst","PS0817_E1-50_S52",3,3,"#7570B3"
"7","Expr",0.0128560244679533,-0.00325220843166822,0.0170660728173306,"Vip","PS0830_E1-50_S17",1,1,"#1B9E77"
"8","Expr",0.0123710422338815,-0.0015831955286851,0.016414262659413,"Vip","PS0830_E1-50_S26",1,1,"#1B9E77"
"9","Expr",-0.0182804260058986,-0.0100350857709622,0.00449304421718274,"Pvalb","PS0830_E1-50_S70",5,5,"#66A61E"
"10","Expr",-0.0139723753397654,-0.00758147320588663,0.0042803079259826,"Pvalb","PS0830_E1-50_S83",5,5,"#66A61E"
"11","Expr",-0.0159973773402478,-0.00873761852481274,0.00534417445950964,"Pvalb","PS0830_E1-50_S85",2,2,"#D95F02"
"12","Expr",0.0138978538524981,-0.00523247771225074,0.0175500970304623,"Vip","PS0921_E1-50_S06",1,1,"#1B9E77"
"13","Expr",0.012689768735905,-0.011303411741276,0.00272955934905473,"Vip","PS0921_E1-50_S12",5,5,"#66A61E"
"14","Expr",-0.0195798505121083,-0.0090650154674909,0.00600253962379321,"Pvalb","SM-GE62S_S110_E1-50",2,2,"#D95F02"
"15","Expr",-0.00158028027672184,0.00984897114108644,-0.00490815322641432,"Sst","SM-GE62S_S111_E1-50",3,3,"#7570B3"
"16","Expr",0.00175751489304438,0.0136469223896674,-0.00566738163792536,"Sst","SM-GE62S_S113_E1-50",3,3,"#7570B3"
"17","Expr",0.000680472784877907,0.0144011863893673,-0.00689583068628556,"Sst","SM-GE62S_S116_E1-50",3,3,"#7570B3"
"18","Expr",-0.000564167162015983,0.0136266164172071,-0.00715132819676507,"Sst","SM-GE62S_S118_E1-50",3,3,"#7570B3"
"19","Expr",-0.00447320376355631,0.0109647447837955,-0.00643214529970933,"Sst","SM-GE62S_S119_E1-50",3,3,"#7570B3"
"20","Expr",0.000569713223325308,0.0141425075292303,-0.00686153432517727,"Sst","SM-GE62S_S123_E1-50",3,3,"#7570B3"
"21","Expr",3.30480481079228e-05,0.0158068643528218,-0.00820435983407043,"Sst","SM-GE62S_S125_E1-50",3,3,"#7570B3"
"22","Expr",-0.00326956596811694,0.0103042800635939,-0.00582081089453439,"Sst","SM-GE63V_S097_E1-50",3,3,"#7570B3"
"23","Expr",0.0010144480660776,0.0129878211309779,-0.00667791786282495,"Sst","SM-GE63V_S098_E1-50",3,3,"#7570B3"
"24","Expr",0.01002913494124,-0.00392515468308338,0.0123722160191866,"Vip","SM-GE63V_S161_E1-50",5,5,"#66A61E"
"25","Expr",0.00851936088624991,0.0041555361168813,0.00939219067975887,"Vip","SM-GE63V_S153_E1-50",5,5,"#66A61E"
"26","Expr",0.0139561533349619,-0.00399437207926533,0.018106655284497,"Vip","SM-GE63V_S162_E1-50",1,1,"#1B9E77"
"27","Expr",-0.00294570026166545,0.0124997725768327,-0.00739648723050769,"Sst","SM-GE63V_S163_E1-50",3,3,"#7570B3"
"28","Expr",0.0129830130098825,-0.00533977750952747,0.0148798631731241,"Vip","SM-GE63V_S155_E1-50",1,1,"#1B9E77"
"29","Expr",0.0148811399005799,-0.00569763408108674,0.0208491267472177,"Vip","SM-GE63V_S181_E1-50",1,1,"#1B9E77"
"30","Expr",0.0117256327695607,-0.0254702944819452,-0.028793422280175,"Lamp5","SM-GE63V_S182_E1-50",4,4,"#E7298A"
"31","Expr",0.00603420814279667,-0.000102955325832389,0.0078090371140361,"Vip","SM-GE63V_S183_E1-50",5,5,"#66A61E"
"32","Expr",0.0116436199299222,-0.0257320389301054,-0.0285031414540426,"Lamp5","SM-GE63V_S192_E1-50",4,4,"#E7298A"
"33","Expr",0.0118784610508434,-0.0021064975012352,0.0144485710083698,"Vip","SM-GE63O_S006_E1-50",1,1,"#1B9E77"
"34","Expr",0.0113237420043729,-0.0253810021594362,-0.0279808120944883,"Lamp5","SM-GE63O_S008_E1-50",4,4,"#E7298A"
"35","Expr",0.0105869827976975,-0.0227496517022241,-0.0226235633368438,"Lamp5","SM-GE63O_S010_E1-50",4,4,"#E7298A"
"36","Expr",0.0115194285095917,-0.0244910877894007,-0.02571134677102,"Lamp5","SM-GE63O_S026_E1-50",4,4,"#E7298A"
"37","Expr",0.013627400514516,-0.00744353774870288,0.0122062006427865,"Vip","SM-GE63O_S034_E1-50",5,5,"#66A61E"
"38","Expr",0.0130170040993197,-0.00241331292614341,0.0182464506212975,"Vip","SM-GE63O_S037_E1-50",1,1,"#1B9E77"
"39","Expr",-0.0142192789431654,-0.00223227841870241,0.00190322719091285,"Pvalb","SM-GE63O_S056_E1-50",5,5,"#66A61E"
"40","Expr",0.0141784146829328,-0.00542987614923485,0.0186151782061422,"Vip","SM-GE63O_S065_E1-50",1,1,"#1B9E77"
"41","Expr",0.0140032786456707,-0.00525355344168878,0.0182371030429437,"Vip","SM-GE63O_S066_E1-50",1,1,"#1B9E77"
"42","Expr",0.0121599653872867,-0.00405856252694808,0.0131734643766914,"Vip","SM-GE63O_S072_E1-50",1,1,"#1B9E77"
"43","Expr",0.0129759418309619,-0.00342692749825389,0.0182744454642069,"Vip","SM-GE63O_S060_E1-50",1,1,"#1B9E77"
"44","Expr",0.0115681261742927,-0.0039245097867035,0.0152579241068874,"Vip","SM-GE63O_S068_E1-50",1,1,"#1B9E77"
"45","Expr",0.0111547134849267,-0.00349431665730538,0.0121273624312501,"Vip","SM-GE63O_S061_E1-50",1,1,"#1B9E77"
"46","Expr",0.0141943879324518,-0.00532620371044961,0.0190783830468693,"Vip","SM-GE63H_S098_E1-50",1,1,"#1B9E77"
"47","Expr",0.00920243856884131,-0.00576168072342365,0.00684034269826983,"Vip","SM-GE63H_S101_E1-50",5,5,"#66A61E"
"48","Expr",0.0146478012553987,-0.00484414597074728,0.0208543802106254,"Vip","SM-GE63H_S099_E1-50",1,1,"#1B9E77"
"49","Expr",0.0115172670257039,-0.0252475068414103,-0.0272649632363098,"Lamp5","SM-GE63H_S102_E1-50",4,4,"#E7298A"
"50","Expr",0.0100648236658173,-0.00614022877079676,0.00575029144026439,"Vip","SM-GE63H_S100_E1-50",5,5,"#66A61E"
"51","Expr",-0.00745320688602581,-0.00637807162143708,0.00194807029423621,"Pvalb","SM-GE63H_S119_E1-50",5,5,"#66A61E"
"52","Expr",0.0116630774654147,-0.00177473685797553,0.014200839949089,"Vip","SM-GE63H_S126_E1-50",1,1,"#1B9E77"
"53","Expr",0.013266718817704,-0.00238479947024659,0.0187094545242192,"Vip","SM-GE63H_S127_E1-50",1,1,"#1B9E77"
"54","Expr",0.0142926721827833,-0.00498742890541323,0.0200375272127892,"Vip","SM-GE63H_S132_E1-50",1,1,"#1B9E77"
"55","Expr",0.0143675280018409,-0.00476836419574317,0.0205921298192052,"Vip","SM-GE63H_S121_E1-50",1,1,"#1B9E77"
"56","Expr",0.0093614080073343,-0.00348886534485763,0.00969523225234606,"Vip","SM-GE63H_S128_E1-50",5,5,"#66A61E"
"57","Expr",0.009829371525226,-0.00715270548977043,0.00770567782416555,"Vip","SM-GE63H_S122_E1-50",5,5,"#66A61E"
"58","Expr",-0.00939267318539432,-0.00648651730188,0.00251321296523779,"Pvalb","SM-GE63H_S152_E1-50",5,5,"#66A61E"
"59","Expr",0.0129306886264601,-0.00490565483899832,0.0149136420203361,"Vip","SM-GE63H_S142_E1-50",1,1,"#1B9E77"
"60","Expr",-6.50887379932172e-05,0.0136938623344041,-0.00710138240795386,"Sst","SM-GE63H_S143_E1-50",3,3,"#7570B3"
"61","Expr",0.0115170763957544,-0.0255227495142649,-0.0279097119152024,"Lamp5","SM-GE63H_S147_E1-50",4,4,"#E7298A"
"62","Expr",0.00918992430345692,-0.00314782262227721,0.00659678346719851,"Vip","SM-GE63H_S135_E1-50",5,5,"#66A61E"
"63","Expr",-0.0202519428701444,-0.0096991757273835,0.00500451997680439,"Pvalb","SM-GE63H_S136_E1-50",2,2,"#D95F02"
"64","Expr",0.00303087274572286,0.00466177278202185,-0.00297581223317948,"Sst","SM-GE63H_S145_E1-50",5,5,"#66A61E"
"65","Expr",0.0117422124639184,-0.0249197881498088,-0.0263302387989186,"Lamp5","SM-GE63H_S169_E1-50",4,4,"#E7298A"
"66","Expr",-0.0206497539132035,-0.00895726665505849,0.00540844925342837,"Pvalb","SM-GE63H_S165_E1-50",2,2,"#D95F02"
"67","Expr",0.0116497257487193,-0.00260043669460346,0.0136387058016206,"Vip","SM-GE63H_S175_E1-50",1,1,"#1B9E77"
"68","Expr",-0.00122982965307697,0.0133734995534777,-0.00801584429836076,"Sst","SM-GE63H_S172_E1-50",3,3,"#7570B3"
"69","Expr",0.0142614831266758,-0.00490790557379246,0.0201659562597992,"Vip","SM-GE63H_S153_E1-50",1,1,"#1B9E77"
"70","Expr",-0.00645136254602528,-0.0065591952348672,0.00489089500069893,"Pvalb","SM-GE63H_S179_E1-50",5,5,"#66A61E"
"71","Expr",0.000512600562776283,0.0130041419684348,-0.00629486433242078,"Sst","SM-GE63H_S155_E1-50",3,3,"#7570B3"
"72","Expr",-0.0150948605796902,-0.00787601792213687,0.00444406131242108,"Pvalb","SM-GE63H_S156_E1-50",5,5,"#66A61E"
"73","Expr",0.00878125638646694,-0.00338511896672034,0.0096178283607195,"Vip","SM-GE65C_S101_E1-50",5,5,"#66A61E"
"74","Expr",-0.0100383277687981,-0.00710440285998056,0.00272417581174889,"Pvalb","SM-GE65C_S098_E1-50",5,5,"#66A61E"
"75","Expr",-0.000511647880310752,0.010806300293822,-0.00531844662515783,"Sst","SM-GE63H_S157_E1-50",3,3,"#7570B3"
"76","Expr",0.00145789629611235,0.0129026376388905,-0.0050766715759301,"Sst","SM-GE63H_S159_E1-50",3,3,"#7570B3"
"77","Expr",-0.021303949384864,-0.00926038254197166,0.00647030389659783,"Pvalb","SM-GE63H_S176_E1-50",2,2,"#D95F02"
"78","Expr",4.90021897969511e-05,0.00196289000401289,-0.00255135782796012,"Lamp5","SM-GE65C_S105_E1-50",5,5,"#66A61E"
"79","Expr",-0.00236333287187638,0.0104548796837081,-0.00624330247691369,"Sst","SM-GE63H_S168_E1-50",3,3,"#7570B3"
"80","Expr",-0.00851544037250471,0.00327034756185848,-0.000549097203069623,"Sst","SM-GE65C_S113_E1-50",5,5,"#66A61E"
"81","Expr",-0.0165007703380269,-0.00501632074153764,0.00388597668284505,"Pvalb","SM-GE63H_S183_E1-50",5,5,"#66A61E"
"82","Expr",-0.0142896682376197,-0.000947667236356535,0.00122353900825533,"Pvalb","SM-GE65C_S124_E1-50",5,5,"#66A61E"
"83","Expr",0.0110962359226466,-0.0243161790168334,-0.0267862743361478,"Lamp5","SM-GE65C_S121_E1-50",4,4,"#E7298A"
"84","Expr",0.011580106141867,-0.0039419849126976,0.0154508696442891,"Vip","SM-GE63H_S190_E1-50",1,1,"#1B9E77"
"85","Expr",-0.00288383863155322,0.0116443807900435,-0.00670908129608526,"Sst","SM-GE63H_S191_E1-50",3,3,"#7570B3"
"86","Expr",0.0125349102099141,-0.00358442359288583,0.0150540737732343,"Vip","SM-GE65C_S139_E1-50",1,1,"#1B9E77"
"87","Expr",0.0139575166634979,-0.00545104061520363,0.018014072858886,"Vip","SM-GE65C_S137_E1-50",1,1,"#1B9E77"
"88","Expr",-0.00238494141909904,0.0127291982390872,-0.00738451128326817,"Sst","SM-GE65C_S138_E1-50",3,3,"#7570B3"
"89","Expr",0.0071300224992436,-0.0145774742505229,-0.0174636601649896,"Lamp5","SM-GE65C_S133_E1-50",4,4,"#E7298A"
"90","Expr",0.000785708584651837,0.0129691597394131,-0.00635269656182837,"Sst","SM-GE65C_S134_E1-50",3,3,"#7570B3"
"91","Expr",-0.00166443458212047,0.0116835483945405,-0.00594808277579768,"Sst","SM-GE65C_S135_E1-50",3,3,"#7570B3"
"92","Expr",0.0102425574046749,-0.0231137039971057,-0.0233130904491765,"Lamp5","SM-GE65C_S142_E1-50",4,4,"#E7298A"
"93","Expr",-0.00346924613290138,0.0109961288541304,-0.00648279420122416,"Sst","SM-GE65C_S171_E1-50",3,3,"#7570B3"
"94","Expr",0.011923786403159,-0.0256495475329307,-0.0279417519869966,"Lamp5","SM-GE65C_S172_E1-50",4,4,"#E7298A"
"95","Expr",0.0114434835391315,-0.0247482393813329,-0.0276082305381189,"Lamp5","SM-GE65C_S169_E1-50",4,4,"#E7298A"
"96","Expr",0.00070291603991993,0.00713641408865017,-0.00451425245275571,"Sst","SM-GE65C_S173_E1-50",3,3,"#7570B3"
"97","Expr",0.00728786094261652,-0.000439901974021768,0.00501087942684365,"Vip","SM-GE65C_S170_E1-50",5,5,"#66A61E"
"98","Expr",-0.00380854171264912,0.0121070043770753,-0.00790159284805257,"Sst","SM-GE65C_S158_E1-50",3,3,"#7570B3"
"99","Expr",-0.0229082711577668,-0.0103328767120897,0.00747752346312856,"Pvalb","SM-GE65C_S177_E1-50",2,2,"#D95F02"
"100","Expr",0.00882950710177517,-0.0127375713627789,-0.00923488933053165,"Lamp5","SM-GE65C_S178_E1-50",4,4,"#E7298A"
"101","Expr",0.00997788525350717,-0.0130563698392883,-0.00469347386041652,"Lamp5","SM-GE652_S135_E1-50",5,5,"#66A61E"
"102","Expr",0.00403077641681101,-0.0114546104415217,-0.00864906657663208,"Vip","SM-GE652_S136_E1-50",5,5,"#66A61E"
"103","Expr",0.0106209870210779,-0.016627086255355,-0.0122473340044018,"Lamp5","SM-GE65C_S184_E1-50",4,4,"#E7298A"
"104","Expr",0.0115616564713142,-0.0249128636681152,-0.0265731237401424,"Lamp5","SM-GE65C_S188_E1-50",4,4,"#E7298A"
"105","Expr",0.00440989383870854,0.0061088603359321,0.00398042046602856,"Sst","SM-GE652_S137_E1-50",5,5,"#66A61E"
"106","Expr",0.0135837336927109,-0.00467600535584216,0.0186817731629241,"Vip","SM-GE65C_S185_E1-50",1,1,"#1B9E77"
"107","Expr",0.0111112307566954,-0.024646862746736,-0.0263790092784578,"Lamp5","SM-GE65C_S189_E1-50",4,4,"#E7298A"
"108","Expr",0.010409526002051,-0.0219712340113027,-0.0268240794830411,"Lamp5","SM-GE652_S131_E1-50",4,4,"#E7298A"
"109","Expr",0.0131453904647389,-0.00669350240768537,0.0123642038329831,"Vip","SM-GE65C_S186_E1-50",1,1,"#1B9E77"
"110","Expr",0.0134187666440727,-0.00578663415305067,0.0163359912949214,"Vip","SM-GE65C_S192_E1-50",1,1,"#1B9E77"
"111","Expr",0.011610175902303,-0.0255092591442442,-0.0281898510314488,"Lamp5","SM-GE652_S161_E1-50",4,4,"#E7298A"
"112","Expr",0.012790406792594,-0.00314215108909858,0.0171151442668218,"Vip","SM-GE652_S162_E1-50",1,1,"#1B9E77"
"113","Expr",0.0115036191315587,-0.024818374248757,-0.026646267235242,"Lamp5","SM-GE652_S152_E1-50",4,4,"#E7298A"
"114","Expr",0.0107029679076169,-0.0233518174233936,-0.0251594955154636,"Lamp5","SM-GE652_S154_E1-50",4,4,"#E7298A"
"115","Expr",0.00994563812395365,-0.021204863267187,-0.0204694619633115,"Lamp5","SM-GE652_S164_E1-50",4,4,"#E7298A"
"116","Expr",0.0114178296039868,-0.0249106685981546,-0.0271502201731084,"Lamp5","SM-GE652_S165_E1-50",4,4,"#E7298A"
"117","Expr",0.0124702674119988,-0.00315980022384929,0.016711729677215,"Vip","SM-GE652_S183_E1-50",1,1,"#1B9E77"
"118","Expr",0.0127335586837551,-0.00323083178790817,0.0163827613453497,"Vip","SM-GE652_S171_E1-50",1,1,"#1B9E77"
"119","Expr",0.00998046242963726,-0.00365497139333259,0.00700828678992686,"Serpinf1","SM-GE64T_S097_E1-50",5,5,"#66A61E"
"120","Expr",0.0106960855198665,-0.0231287641141416,-0.0247842455615349,"Lamp5","SM-GE64T_S100_E1-50",4,4,"#E7298A"
"121","Expr",0.0117770625022657,-0.0239034500029892,-0.0248938804258103,"Lamp5","SM-GE64T_S114_E1-50",4,4,"#E7298A"
"122","Expr",0.0093376463713006,-0.0203328374214432,-0.0214214221274786,"Lamp5","SM-GE64T_S116_E1-50",4,4,"#E7298A"
"123","Expr",0.000678744305537492,0.012824303685167,-0.00601631719019703,"Sst","SM-GE64T_S124_E1-50",3,3,"#7570B3"
"124","Expr",-0.000874692497783007,0.00734232415613043,-0.00577045102414962,"Sst","SM-GE64T_S125_E1-50",3,3,"#7570B3"
"125","Expr",0.0115637442401214,-0.0255245057022422,-0.0281039435404338,"Lamp5","SM-GE64T_S131_E1-50",4,4,"#E7298A"
"126","Expr",0.00126313291800965,0.00719806540711924,-0.00431808307578301,"Sst","SM-GE64T_S127_E1-50",3,3,"#7570B3"
"127","Expr",-0.0219417635870839,-0.00941907197803071,0.00666108082998948,"Pvalb","SM-GE64T_S128_E1-50",2,2,"#D95F02"
"128","Expr",0.0104139616652579,0.00308855984755232,0.0116489574205281,"Sncg","SM-GE64T_S143_E1-50",5,5,"#66A61E"
"129","Expr",0.000815995224650113,0.00615803210963469,-0.00406680574073875,"Sst","SM-GE64V_S104_E1-50",3,3,"#7570B3"
"130","Expr",0.000941198546131438,0.012205247749476,-0.00543854699810782,"Sst","SM-GE64V_S106_E1-50",3,3,"#7570B3"
"131","Expr",0.00208348912063483,0.0111875824041167,-0.00381003993143112,"Sst","SM-GE64V_S107_E1-50",3,3,"#7570B3"
