"p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
1.12388305417042e-25,0.609590184463156,0.921,0.619,1.44531360766316e-22,"Cluster 3","Ccdc136"
1.6468864943226e-25,0.777942638112658,0.471,0.148,2.11789603169887e-22,"Cluster 3","Inpp4b"
3.5132616458625e-25,0.702396400162207,0.862,0.561,4.51805447657918e-22,"Cluster 3","Enox1"
6.77888843777766e-25,0.457968646130274,0.995,0.86,8.71765053098207e-22,"Cluster 3","Slc38a1"
7.07195533021282e-25,0.705486634350385,0.762,0.394,9.09453455465369e-22,"Cluster 3","Kazn"
7.60609136172423e-25,0.349071166757127,1,0.991,9.78143349117736e-22,"Cluster 3","Ndrg4"
1.12826063454542e-24,0.353907081702824,1,0.996,1.45094317602541e-21,"Cluster 3","Ckb"
1.5894795423516e-24,0.444581954789343,0.984,0.881,2.04407069146416e-21,"Cluster 3","Atp2a2"
1.83823703448455e-24,0.536515992248498,0.952,0.661,2.36397282634713e-21,"Cluster 3","Itpr1"
1.92277831601816e-24,0.712923660851223,0.772,0.434,2.47269291439935e-21,"Cluster 3","Klhl5"
3.19659119113833e-24,0.652139349216684,0.825,0.516,4.11081627180389e-21,"Cluster 3","Git2"
3.48601363345524e-24,0.606892159449001,0.878,0.553,4.48301353262344e-21,"Cluster 3","Ralgapa2"
4.25356211081049e-24,0.551160675520617,0.931,0.663,5.4700808745023e-21,"Cluster 3","Lrrc4c"
4.40091686550594e-24,0.347581432151123,0.995,0.991,5.65957908904064e-21,"Cluster 3","Meg3"
4.57921199067927e-24,0.608519352051178,0.926,0.683,5.88886662001355e-21,"Cluster 3","Atp8a2"
5.14412162983416e-24,0.55301177011255,0.937,0.677,6.61534041596672e-21,"Cluster 3","Mir124-2hg"
5.70777573665767e-24,0.495733493222569,0.974,0.782,7.34019959734176e-21,"Cluster 3","Xkr4"
6.57726396765318e-24,0.685976048794857,0.735,0.395,8.458361462402e-21,"Cluster 3","Ttc28"
8.83642750859608e-24,0.636556399905709,0.82,0.467,1.13636457760546e-20,"Cluster 3","Gnptab"
9.73655589298078e-24,0.494180428416898,0.995,0.802,1.25212108783733e-20,"Cluster 3","Slc24a2"
1.0121473368439e-23,0.469297742864049,0.963,0.751,1.30162147518125e-20,"Cluster 3","Clec16a"
1.02306808068174e-23,0.478805090891941,0.974,0.816,1.31566555175672e-20,"Cluster 3","Epb41l3"
1.03848137299926e-23,0.637648115246288,0.868,0.557,1.33548704567705e-20,"Cluster 3","Rora"
1.77001626849207e-23,0.682985731342897,0.799,0.49,2.27624092128081e-20,"Cluster 3","Luzp2"
2.20935497773494e-23,0.445788398748407,0.989,0.882,2.84123050136713e-20,"Cluster 3","Scn8a"
2.38137199658009e-23,0.57189284159945,0.894,0.605,3.06244438760199e-20,"Cluster 3","Klf12"
3.50451927759757e-23,0.420026733545489,0.995,0.886,4.50681179099048e-20,"Cluster 3","Kifc2"
3.88024039331627e-23,0.51013590662771,0.963,0.741,4.98998914580472e-20,"Cluster 3","Dpp6"
4.37637929738838e-23,0.59891900100937,0.873,0.589,5.62802377644146e-20,"Cluster 3","Luzp1"
6.22486640274251e-23,0.461940680463092,0.989,0.816,8.00517819392687e-20,"Cluster 3","Opcml"
8.43776956177371e-23,0.323734387974691,1,0.957,1.0850971656441e-19,"Cluster 3","Tcf4"
8.55242731455828e-23,0.496670372948293,0.989,0.733,1.09984215265219e-19,"Cluster 3","Dner"
8.92216511503744e-23,0.488547904451369,0.952,0.689,1.14739043379381e-19,"Cluster 3","Tiam1"
1.33992899140967e-22,0.602539188537262,0.857,0.524,1.72314868295284e-19,"Cluster 3","Phtf1"
1.36099768285742e-22,0.625518212803418,0.783,0.433,1.75024302015465e-19,"Cluster 3","Robo1"
1.40618012256392e-22,0.495789751317891,0.91,0.648,1.8083476376172e-19,"Cluster 3","Evl"
1.48464792044473e-22,0.595120202802126,0.794,0.419,1.90925722569192e-19,"Cluster 3","Adcy8"
1.53266923293161e-22,0.387327295294247,0.984,0.93,1.97101263355005e-19,"Cluster 3","Rsrp1"
2.08921415055406e-22,0.354318234652144,0.995,0.94,2.68672939761252e-19,"Cluster 3","Kif1a"
4.55479575312171e-22,0.372169556421214,0.995,0.933,5.85746733851452e-19,"Cluster 3","Dlgap1"
4.77601830207472e-22,0.451866268362034,0.995,0.817,6.14195953646809e-19,"Cluster 3","Lsamp"
5.70879574445337e-22,0.368236132398824,1,0.919,7.34151132736704e-19,"Cluster 3","Kif5a"
8.5887863800607e-22,0.487072080514056,0.963,0.784,1.10451792847581e-18,"Cluster 3","Dgkd"
9.32412307472276e-22,0.368064361917311,0.989,0.892,1.19908222740935e-18,"Cluster 3","Rbfox1"
9.62480746589746e-22,0.592077577730131,0.836,0.568,1.23775024011441e-18,"Cluster 3","Wwp1"
1.76858933461684e-21,0.537459364833615,0.931,0.676,2.27440588431726e-18,"Cluster 3","Gabrb2"
1.77331773115894e-21,0.38703200390295,1,0.935,2.2804866022704e-18,"Cluster 3","Sv2a"
1.86299134969111e-21,0.676159991099251,0.735,0.42,2.39580687570277e-18,"Cluster 3","Clip4"
3.63083950832936e-21,0.595783005294391,0.889,0.662,4.66925960771155e-18,"Cluster 3","Sgk1"
4.02953610977743e-21,0.661141989444961,0.698,0.361,5.18198343717377e-18,"Cluster 3","Adra1a"
4.91602827881697e-21,0.437300403699966,0.995,0.906,6.32201236655862e-18,"Cluster 3","Lancl1"
5.26624276580423e-21,0.599441676918582,0.841,0.565,6.77238819682423e-18,"Cluster 3","Mpp6"
6.62397256790335e-21,0.319624116225846,1,0.996,8.51842872232371e-18,"Cluster 3","Atp1b1"
1.33548153860497e-20,0.476002520999362,0.947,0.776,1.717429258646e-17,"Cluster 3","Srgap3"
1.69984672200391e-20,0.528640541400505,0.889,0.613,2.18600288449703e-17,"Cluster 3","Kcnj3"
1.78993372920971e-20,0.522621036652859,0.931,0.708,2.30185477576368e-17,"Cluster 3","Nf1"
6.41405453199563e-20,0.468178229165231,0.952,0.793,8.24847412814638e-17,"Cluster 3","Zeb2"
7.87235585373334e-20,0.395507921178989,0.984,0.892,1.01238496279011e-16,"Cluster 3","Snhg14"
1.20399040779694e-19,0.346231234558845,0.995,0.919,1.54833166442687e-16,"Cluster 3","Sptan1"
1.74148132352525e-19,0.523519470871633,0.921,0.638,2.23954498205347e-16,"Cluster 3","Abat"
2.15877618097306e-19,0.35678585949609,1,0.986,2.77618616873136e-16,"Cluster 3","Mdh1"
2.37608953230689e-19,0.695489216021211,0.725,0.432,3.05565113854665e-16,"Cluster 3","Epb41l2"
2.59549811672099e-19,0.524417802704382,0.915,0.689,3.33781057810319e-16,"Cluster 3","Gcc2"
2.65883850207307e-19,0.394845300251789,0.984,0.857,3.41926631366597e-16,"Cluster 3","Phf20l1"
3.44568084175302e-19,0.536084521063514,0.889,0.594,4.43114556249439e-16,"Cluster 3","Galntl6"
4.09620918103948e-19,0.429934578801876,0.947,0.755,5.26772500681677e-16,"Cluster 3","Osbpl6"
4.73487405641453e-19,0.871068666531411,0.349,0.107,6.08904803654908e-16,"Cluster 3","Col24a1"
6.38718778004145e-19,0.419486643633443,0.958,0.817,8.2139234851333e-16,"Cluster 3","Lrrfip1"
7.00358467514061e-19,0.424043085079219,0.968,0.783,9.00660989223083e-16,"Cluster 3","Csrnp3"
1.98145773360196e-18,0.47861754790552,0.905,0.733,2.54815464541212e-15,"Cluster 3","Kcnab2"
2.15362080364188e-18,0.350853371589799,1,0.982,2.76955635348345e-15,"Cluster 3","Atp5a1"
2.43979321957037e-18,0.333254287925648,0.995,0.931,3.1375740803675e-15,"Cluster 3","Srsf5"
2.5137570139072e-18,0.418534813664734,0.974,0.795,3.23269151988466e-15,"Cluster 3","Dennd5b"
3.0775273489267e-18,0.452693772821819,0.82,0.456,3.95770017071974e-15,"Cluster 3","Sox5"
3.11693461587876e-18,0.711556264284537,0.529,0.24,4.00837791602009e-15,"Cluster 3","Bach1"
3.57222250129355e-18,0.378818170061123,0.984,0.837,4.59387813666351e-15,"Cluster 3","Pi4ka"
3.58150865821232e-18,0.371773471691809,0.984,0.84,4.60582013446104e-15,"Cluster 3","Cyp46a1"
4.18041900359504e-18,0.509041596287344,0.873,0.648,5.37601883862323e-15,"Cluster 3","Slc4a8"
4.21688763218672e-18,0.318252414491647,0.995,0.942,5.42291749499212e-15,"Cluster 3","Mef2c"
5.54736852369386e-18,0.518159527955304,0.878,0.643,7.1339159214703e-15,"Cluster 3","Lrrtm4"
5.82194155637736e-18,0.46915101281877,0.921,0.698,7.48701684150128e-15,"Cluster 3","Kcnt1"
6.34408966301115e-18,0.397916872846369,0.984,0.834,8.15849930663233e-15,"Cluster 3","Cadps"
6.94579176665289e-18,0.319222240125653,1,0.98,8.93228821191562e-15,"Cluster 3","Atp5b"
8.35581815597771e-18,0.439208455607353,0.942,0.734,1.07455821485873e-14,"Cluster 3","Ablim2"
8.92135258735384e-18,0.467533762408053,0.878,0.624,1.1472859427337e-14,"Cluster 3","Thrb"
1.10464660828988e-17,0.423910953274615,0.915,0.733,1.42057553826079e-14,"Cluster 3","Dgkz"
1.22760251046678e-17,0.383635316279336,0.968,0.83,1.57869682846028e-14,"Cluster 3","Rap1gap"
1.272298387413e-17,0.431927270483363,0.942,0.653,1.63617572621311e-14,"Cluster 3","Spock3"
1.28931805642146e-17,0.683380234554713,0.503,0.228,1.658063020558e-14,"Cluster 3","Alk"
1.65861207350489e-17,0.350399583843557,1,0.899,2.13297512652729e-14,"Cluster 3","Gria1"
1.98548478819438e-17,0.607820567585681,0.651,0.363,2.55333343761798e-14,"Cluster 3","Sh3rf3"
3.04162498487911e-17,0.451511436601638,0.921,0.755,3.91152973055454e-14,"Cluster 3","Pkd1"
3.20155245633036e-17,0.390453780804808,0.989,0.855,4.11719645884084e-14,"Cluster 3","Tacc1"
3.53819782359725e-17,0.429136129866176,0.868,0.553,4.55012240114607e-14,"Cluster 3","Alcam"
4.64491703076013e-17,0.452204715272086,0.91,0.687,5.97336330155752e-14,"Cluster 3","Iscu"
5.55714653564741e-17,0.509429403761443,0.783,0.464,7.14649044484258e-14,"Cluster 3","Cdc14b"
8.48782514045058e-17,0.721382545386617,0.529,0.252,1.09153431306194e-13,"Cluster 3","St8sia1"
1.17151612877428e-16,0.435869921634259,0.926,0.715,1.50656974160372e-13,"Cluster 3","Mdga2"
1.21679191373931e-16,0.405046389028272,0.974,0.808,1.56479440106876e-13,"Cluster 3","Grm5"
1.40061156064271e-16,0.376076636026106,0.979,0.846,1.80118646698652e-13,"Cluster 3","Sorbs2"
1.43402693888666e-16,0.419144856549948,0.942,0.777,1.84415864340824e-13,"Cluster 3","Plekha5"
1.55824371548523e-16,0.433840922659497,0.905,0.687,2.00390141811401e-13,"Cluster 3","Cacng2"
2.51741406129338e-16,0.47540314284729,0.852,0.653,3.23739448282329e-13,"Cluster 3","Dock9"
2.69467281501071e-16,0.385010970995745,0.979,0.821,3.46534924010378e-13,"Cluster 3","Wsb1"
3.41235970571617e-16,0.48003220548731,0.937,0.727,4.38829458155099e-13,"Cluster 3","Rcan2"
4.32150648368264e-16,0.367111881711874,0.799,0.463,5.55745733801588e-13,"Cluster 3","Mgat4c"
6.40848707427889e-16,0.433677205742575,0.894,0.671,8.24131437752266e-13,"Cluster 3","Wnk2"
7.55380066139395e-16,0.465555606004899,0.894,0.695,9.71418765055262e-13,"Cluster 3","Efr3b"
9.05990150979504e-16,0.379705057890977,0.958,0.856,1.16510333415964e-12,"Cluster 3","Paip2"
1.18954712074273e-15,0.390619448609828,0.984,0.835,1.52975759727516e-12,"Cluster 3","Fgf12"
1.68989564577946e-15,0.313000248039692,0.984,0.905,2.17320580047239e-12,"Cluster 3","Chgb"
2.08202895572592e-15,0.376537631518804,0.984,0.781,2.67748923706354e-12,"Cluster 3","Kcnma1"
2.58356917437654e-15,0.463475546803629,0.836,0.567,3.32246995824823e-12,"Cluster 3","Rasgrf2"
3.37422719164811e-15,0.379561469320111,0.91,0.59,4.33925616845946e-12,"Cluster 3","Rab3b"
3.41247107018647e-15,0.411401176174208,0.931,0.759,4.3884377962598e-12,"Cluster 3","Stox2"
3.74883268347202e-15,0.295829867385652,1,0.983,4.82099883094502e-12,"Cluster 3","Iqsec1"
4.58937842610336e-15,0.455725396738248,0.661,0.365,5.90194065596892e-12,"Cluster 3","Rnf150"
5.32489706216783e-15,0.330605336272855,0.984,0.909,6.84781762194783e-12,"Cluster 3","Strbp"
5.77693245002172e-15,0.379960143831782,0.974,0.835,7.42913513072794e-12,"Cluster 3","Fez1"
5.91913544534676e-15,0.639053276261454,0.63,0.367,7.61200818271593e-12,"Cluster 3","Thsd7a"
6.37062709600222e-15,0.288984163709408,1,0.977,8.19262644545885e-12,"Cluster 3","Pkm"
6.52876474017539e-15,0.403230211988405,0.91,0.695,8.39599145586555e-12,"Cluster 3","Bdp1"
6.5813486250131e-15,0.481719391550498,0.794,0.539,8.46361433176685e-12,"Cluster 3","Dgki"
6.82101971673943e-15,0.450376246565567,0.82,0.533,8.77183135572691e-12,"Cluster 3","Wasf3"
7.23847467182476e-15,0.453294876952747,0.857,0.625,9.30867842796664e-12,"Cluster 3","Rhobtb2"
1.3757438223935e-14,0.336595413138724,0.979,0.87,1.76920655559805e-11,"Cluster 3","Scg2"
1.38657239377655e-14,0.315673181572558,0.995,0.87,1.78313209839664e-11,"Cluster 3","Mical2"
1.88634323826938e-14,0.374599438073188,0.894,0.625,2.42583740441442e-11,"Cluster 3","Prkca"
2.26793672254016e-14,0.434528348986697,0.841,0.574,2.91656662518665e-11,"Cluster 3","Tshz3"
2.36202344474356e-14,0.288649305440437,1,0.918,3.03756214994022e-11,"Cluster 3","Ptprs"
2.45473887823989e-14,0.388987889707854,0.899,0.702,3.1567941974165e-11,"Cluster 3","Srrm3"
3.4166638697417e-14,0.508207142945463,0.794,0.558,4.39382973648783e-11,"Cluster 3","Tenm1"
3.57596872125335e-14,0.408678084916508,0.825,0.508,4.59869577553181e-11,"Cluster 3","Kcnip1"
4.43717868688028e-14,0.462706412868072,0.746,0.455,5.70621179132804e-11,"Cluster 3","Grik1"
4.4632179669669e-14,0.289339958844647,0.995,0.925,5.73969830551943e-11,"Cluster 3","Abr"
4.53125595944391e-14,0.331413768051874,0.984,0.891,5.82719516384486e-11,"Cluster 3","Ddx24"
4.69823775772005e-14,0.543304974491883,0.63,0.355,6.04193375642799e-11,"Cluster 3","Wls"
5.67950421177698e-14,0.275258873494091,1,0.971,7.30384241634519e-11,"Cluster 3","Pam"
5.70049836521004e-14,0.442315757074618,0.799,0.549,7.33084089766012e-11,"Cluster 3","Clvs1"
5.97933650134078e-14,0.410163746864963,0.91,0.706,7.68942674072425e-11,"Cluster 3","Cers6"
6.20736920324955e-14,0.303714587316751,0.989,0.916,7.98267679537892e-11,"Cluster 3","Adam22"
7.27044245556589e-14,0.4180998810446,0.878,0.692,9.34978899785774e-11,"Cluster 3","Daam1"
8.25430077764842e-14,0.402252977342349,0.857,0.597,1.06150308000559e-10,"Cluster 3","Lrrtm3"
9.35341957281159e-14,0.429686052760276,0.899,0.695,1.20284975706357e-10,"Cluster 3","Nfat5"
1.07285885540787e-13,0.331424156160364,0.979,0.838,1.37969648805452e-10,"Cluster 3","Kidins220"
1.55217772898399e-13,0.371082435740592,0.942,0.803,1.99610055947342e-10,"Cluster 3","Ndfip2"
1.56559469565789e-13,0.346360645108882,0.963,0.843,2.01335477861604e-10,"Cluster 3","Camk2g"
1.59638379173506e-13,0.412052290900895,0.831,0.568,2.05294955617128e-10,"Cluster 3","Trerf1"
1.82002416606047e-13,0.413262908456496,0.82,0.571,2.34055107755376e-10,"Cluster 3","Arap2"
1.91315577296488e-13,0.496633357196251,0.704,0.453,2.46031832403283e-10,"Cluster 3","Far2"
2.12989631503038e-13,0.332701886997256,0.958,0.808,2.73904666112907e-10,"Cluster 3","Osbpl8"
2.32018641233378e-13,0.362770056725391,0.804,0.516,2.98375972626124e-10,"Cluster 3","Maf"
2.37733737578091e-13,0.389176184995259,0.862,0.653,3.05725586525426e-10,"Cluster 3","Cyth1"
2.76254848509769e-13,0.495946783978272,0.794,0.585,3.55263735183563e-10,"Cluster 3","Vps13d"
3.7619129098859e-13,0.335643211567434,0.958,0.813,4.83782000211327e-10,"Cluster 3","Slc6a17"
4.03487910902376e-13,0.381554509533266,0.894,0.665,5.18885453420456e-10,"Cluster 3","Camk2d"
4.62873802975486e-13,0.378224897212119,0.757,0.45,5.95255710626474e-10,"Cluster 3","Dlx1"
4.71068052035445e-13,0.262452109768949,0.989,0.962,6.05793514917582e-10,"Cluster 3","Dnaja1"
6.0917662460442e-13,0.40553391646488,0.894,0.763,7.83401139241284e-10,"Cluster 3","Sat1"
7.17629323892556e-13,0.355648279661938,0.958,0.774,9.22871310525827e-10,"Cluster 3","Epha5"
1.00589059821952e-12,0.325770491135175,0.857,0.626,1.2935753093103e-09,"Cluster 3","Cabp1"
1.09069943821159e-12,0.483528502515385,0.624,0.369,1.4026394775401e-09,"Cluster 3","Cntn5"
1.13044265222989e-12,0.36927812383527,0.921,0.752,1.45374925076764e-09,"Cluster 3","Mef2a"
1.22408646674351e-12,0.353112410338305,0.926,0.716,1.57417519623216e-09,"Cluster 3","Cacna1a"
1.23343346540012e-12,0.282091754725185,0.979,0.923,1.58619543650455e-09,"Cluster 3","Herc1"
1.35583623396725e-12,0.286943119579427,0.958,0.668,1.74360539688189e-09,"Cluster 3","Gad2"
1.49862578788931e-12,0.278506381624333,0.995,0.9,1.92723276322565e-09,"Cluster 3","Pclo"
1.50146054337581e-12,0.363825712008715,0.899,0.681,1.9308782587813e-09,"Cluster 3","Elmod1"
1.5903616360091e-12,0.378421661625758,0.862,0.598,2.04520506390771e-09,"Cluster 3","Arhgap20"
1.95840033106109e-12,0.392756647188226,0.921,0.732,2.51850282574456e-09,"Cluster 3","Ptpn4"
2.27005863196168e-12,0.494485774301515,0.714,0.478,2.91929540070272e-09,"Cluster 3","Neto2"
2.52105180591952e-12,0.32920025591415,0.963,0.737,3.2420726224125e-09,"Cluster 3","Prickle2"
2.70151532615845e-12,0.381020415436241,0.815,0.594,3.47414870943976e-09,"Cluster 3","Cacna1d"
2.70771448545275e-12,0.39591534168579,0.677,0.412,3.48212082829223e-09,"Cluster 3","Arl15"
2.74381534711632e-12,0.423283277867195,0.762,0.523,3.52854653639159e-09,"Cluster 3","Sclt1"
3.21959008902417e-12,0.259408028379947,1,0.973,4.14039285448509e-09,"Cluster 3","Rab3a"
3.58768907408495e-12,0.356082747596961,0.921,0.811,4.61376814927324e-09,"Cluster 3","Ndufa10"
3.88176272878081e-12,0.607867710481554,0.291,0.107,4.99194686921212e-09,"Cluster 3","Plch1"
4.01749946215966e-12,0.28683414830836,0.979,0.956,5.16650430833733e-09,"Cluster 3","Cox6c"
4.61712074223747e-12,0.294391438531321,0.979,0.868,5.93761727451738e-09,"Cluster 3","Slc12a5"
5.71683778216981e-12,0.307179419039712,0.974,0.848,7.35185338787038e-09,"Cluster 3","Zmynd8"
5.81208370664563e-12,0.494746435137711,0.651,0.4,7.47433964674627e-09,"Cluster 3","Cntn6"
6.11946049005437e-12,0.45255722154165,0.667,0.408,7.86962619020992e-09,"Cluster 3","Ptchd4"
6.73523701556201e-12,0.499257066983282,0.619,0.391,8.66151480201275e-09,"Cluster 3","Reps1"
9.03862528296481e-12,0.425036915362676,0.794,0.558,1.16236721138927e-08,"Cluster 3","Hspa12a"
1.00029064355274e-11,0.296937233699919,0.963,0.807,1.28637376760883e-08,"Cluster 3","Magi1"
1.06210714845031e-11,0.300907886204823,0.968,0.849,1.3658697929071e-08,"Cluster 3","Mapre2"
1.11383836586072e-11,0.531805467436267,0.534,0.304,1.43239613849689e-08,"Cluster 3","Slc35f3"
1.26440963844696e-11,0.374323723790316,0.836,0.61,1.62603079504279e-08,"Cluster 3","Pdxk"
1.3538209493783e-11,0.279521162063257,0.958,0.898,1.74101374090049e-08,"Cluster 3","Serf2"
1.63345841042627e-11,0.468557751204001,0.683,0.441,2.10062751580819e-08,"Cluster 3","Ranbp17"
1.91369492020052e-11,0.340358105205597,0.921,0.768,2.46101166737787e-08,"Cluster 3","Bicd1"
2.48456715553195e-11,0.447451665740628,0.688,0.444,3.19515336201408e-08,"Cluster 3","Mpdz"
3.13615989831923e-11,0.434585262834024,0.688,0.447,4.03310162923853e-08,"Cluster 3","Tfdp2"
3.21065066701269e-11,0.322397789230814,0.889,0.607,4.12889675777832e-08,"Cluster 3","Tenm2"
3.63399381683119e-11,0.300733531448445,0.958,0.818,4.67331604844492e-08,"Cluster 3","Rapgef4"
4.5011246103268e-11,0.414786914125914,0.714,0.474,5.78844624888027e-08,"Cluster 3","Rasa1"
5.23048845511385e-11,0.421223835047245,0.778,0.57,6.72640815327641e-08,"Cluster 3","Ube2e3"
5.98959541901849e-11,0.312854316858921,0.937,0.837,7.70261970885777e-08,"Cluster 3","Zfand5"
6.14949207232287e-11,0.411171457172792,0.772,0.563,7.90824680500722e-08,"Cluster 3","Mmp16"
6.71090327355451e-11,0.356781015501798,0.884,0.665,8.6302216097911e-08,"Cluster 3","Taok3"
7.75170625851711e-11,0.380419079879923,0.857,0.666,9.96869424845301e-08,"Cluster 3","Gnal"
8.09725138136903e-11,0.370166618710675,0.899,0.763,1.04130652764406e-07,"Cluster 3","Cend1"
1.10109178635795e-10,0.315676899172799,0.899,0.736,1.41600403725632e-07,"Cluster 3","Lpcat4"
1.21398384543344e-10,0.399545959767496,0.794,0.589,1.56118322522741e-07,"Cluster 3","Exoc4"
1.50977108323721e-10,0.326258710631086,0.952,0.831,1.94156561304306e-07,"Cluster 3","Map7d2"
2.40639126787089e-10,0.286314846949888,0.952,0.88,3.09461917048196e-07,"Cluster 3","Kif5c"
2.70064372810769e-10,0.310549737046288,0.91,0.693,3.47302783434649e-07,"Cluster 3","Dync2h1"
3.02287827114022e-10,0.389499515101418,0.841,0.76,3.88742145668632e-07,"Cluster 3","Ccdc30"
3.24432893936467e-10,0.403126561980712,0.746,0.547,4.17220701602296e-07,"Cluster 3","Cdc5l"
3.3567859398994e-10,0.307280197677032,0.963,0.791,4.31682671871063e-07,"Cluster 3","Kcnq1ot1"
3.76083222016397e-10,0.321323222480396,0.831,0.617,4.83643023513086e-07,"Cluster 3","Uggt2"
4.14805681057747e-10,0.300226958362717,0.963,0.876,5.33440105840263e-07,"Cluster 3","Uqcrh"
4.46240741367394e-10,0.37396349898067,0.656,0.416,5.73865593398469e-07,"Cluster 3","Apba1"
6.60162648528927e-10,0.427906883942768,0.608,0.378,8.489691660082e-07,"Cluster 3","Tpst1"
7.09219136183153e-10,0.45881913338024,0.646,0.438,9.12055809131535e-07,"Cluster 3","Abcc8"
7.49802655657602e-10,0.288637365705091,0.968,0.785,9.64246215175676e-07,"Cluster 3","Gria3"
7.86222475408748e-10,0.318634373072244,0.587,0.351,1.01108210337565e-06,"Cluster 3","Bach2"
8.01742420576009e-10,0.322409930098136,0.825,0.612,1.03104075286075e-06,"Cluster 3","Slc2a13"
9.47570445400584e-10,0.337745911338115,0.778,0.549,1.21857559278515e-06,"Cluster 3","Arl4c"
1.02658798788104e-09,0.267459972109544,0.979,0.851,1.32019215241502e-06,"Cluster 3","Rbm5"
1.07570788749429e-09,0.29860436029244,0.947,0.793,1.38336034331765e-06,"Cluster 3","Gphn"
1.08300311369421e-09,0.306040185659004,0.947,0.857,1.39274200421076e-06,"Cluster 3","Cycs"
1.08510218459571e-09,0.451621259688567,0.577,0.364,1.39544140939009e-06,"Cluster 3","Tmem132d"
1.12751445117762e-09,0.464205205545909,0.492,0.283,1.44998358421441e-06,"Cluster 3","Adamts17"
1.13241476267817e-09,0.311657545224356,0.942,0.8,1.45628538480413e-06,"Cluster 3","Slc4a10"
1.28983549917668e-09,0.393755022379115,0.735,0.519,1.65872845194121e-06,"Cluster 3","Gpr158"
1.58182880653745e-09,0.304802409021017,0.937,0.813,2.03423184520716e-06,"Cluster 3","Slc25a12"
1.68715610259602e-09,0.31027493491219,0.899,0.737,2.16968274793849e-06,"Cluster 3","Gnb5"
1.87237567085564e-09,0.36970918371145,0.508,0.293,2.40787511272035e-06,"Cluster 3","Galnt13"
1.9024653744282e-09,0.255476668996423,0.974,0.835,2.44657047151466e-06,"Cluster 3","Nbea"
1.97375682905679e-09,0.303821998663302,0.937,0.778,2.53825128216703e-06,"Cluster 3","Magi2"
1.97600688863775e-09,0.265172304283941,0.979,0.916,2.54114485878814e-06,"Cluster 3","Ndufa4"
2.15952443209441e-09,0.363258577945505,0.836,0.645,2.77714841967342e-06,"Cluster 3","Hsd17b12"
2.44825749546038e-09,0.330154035320328,0.836,0.635,3.14845913916204e-06,"Cluster 3","Gabbr2"
2.48921244987767e-09,0.296711593466713,0.905,0.747,3.20112721054268e-06,"Cluster 3","Myh10"
2.50652181572676e-09,0.283579369665657,0.889,0.684,3.22338705502461e-06,"Cluster 3","Nol4"
2.52160167402796e-09,0.32420579490206,0.741,0.515,3.24277975279995e-06,"Cluster 3","Focad"
2.67300779001535e-09,0.351370037714174,0.772,0.551,3.43748801795973e-06,"Cluster 3","Rnf157"
2.77590353268846e-09,0.311551020148273,0.799,0.573,3.56981194303735e-06,"Cluster 3","Nrg3"
3.17074686129173e-09,0.366600530799174,0.64,0.415,4.07758046362117e-06,"Cluster 3","Mark1"
3.3065434034495e-09,0.279831155922121,0.788,0.557,4.25221481683606e-06,"Cluster 3","Hectd2"
3.48112104712634e-09,0.347294435197481,0.778,0.581,4.47672166660447e-06,"Cluster 3","Pknox2"
3.88049876240836e-09,0.346443731016013,0.762,0.543,4.99032140845715e-06,"Cluster 3","Hmbox1"
4.65993894666404e-09,0.288199805011851,0.937,0.772,5.99268148540996e-06,"Cluster 3","Osbpl1a"
5.04746666238415e-09,0.316852598072624,0.577,0.344,6.49104212782601e-06,"Cluster 3","Dok5"
5.24120660320875e-09,0.43709222538879,0.651,0.462,6.74019169172646e-06,"Cluster 3","Fam110b"
5.71335502499854e-09,0.303063500792069,0.926,0.782,7.34737456214813e-06,"Cluster 3","Chd5"
5.85248079458935e-09,0.303540211866435,0.915,0.757,7.52629030184191e-06,"Cluster 3","Sirpa"
5.95996680859605e-09,0.279516658173352,0.958,0.847,7.66451731585453e-06,"Cluster 3","Rock2"
6.22875468089087e-09,0.534069560904282,0.519,0.329,8.01017851962566e-06,"Cluster 3","Gng7"
6.28379388123501e-09,0.281369967422679,0.968,0.802,8.08095893126822e-06,"Cluster 3","Dock3"
7.52121809229569e-09,0.291243800334267,0.915,0.773,9.67228646669226e-06,"Cluster 3","Kcnq2"
7.68124700586585e-09,0.291804500151238,0.921,0.749,9.87808364954349e-06,"Cluster 3","Frmd4a"
7.76956691416519e-09,0.397575255233702,0.386,0.199,9.99166305161643e-06,"Cluster 3","Nhs"
7.83081524979424e-09,0.265343919024592,0.952,0.84,1.00704284112354e-05,"Cluster 3","Dync1h1"
9.11801901161206e-09,0.298427814429324,0.963,0.869,1.17257724489331e-05,"Cluster 3","Ghitm"
1.05860807748353e-08,0.301950941165019,0.884,0.738,1.36136998764382e-05,"Cluster 3","Rasal2"
1.17792549120211e-08,0.253574532291618,0.984,0.891,1.51481218168591e-05,"Cluster 3","Rgs7bp"
1.33749846573717e-08,0.426411716085585,0.651,0.45,1.720023026938e-05,"Cluster 3","Diras1"
1.34371909068545e-08,0.371770026863209,0.667,0.46,1.72802275062148e-05,"Cluster 3","Sptbn4"
1.38654504853071e-08,0.278713418147716,0.73,0.479,1.78309693241049e-05,"Cluster 3","Sytl2"
1.46396314641849e-08,0.32743233933646,0.91,0.759,1.88265660629418e-05,"Cluster 3","Adam23"
1.75501138186457e-08,0.347612303010627,0.534,0.338,2.25694463707784e-05,"Cluster 3","Shc3"
