"p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
3.52640643357504e-14,0.466253581458458,0.67,0.403,4.5349586735775e-11,"Cluster 2","Myrip"
3.70901171378103e-14,0.321485875260771,0.968,0.904,4.7697890639224e-11,"Cluster 2","Anks1b"
6.70093160046969e-14,0.47444020658017,0.803,0.582,8.61739803820402e-11,"Cluster 2","Agbl4"
1.26053754689663e-13,0.389905619248598,0.963,0.747,1.62105128530907e-10,"Cluster 2","Wasf1"
1.42123303503193e-13,0.410590940711993,0.853,0.639,1.82770568305106e-10,"Cluster 2","Pde10a"
1.45382873528418e-13,0.44454484147736,0.936,0.76,1.86962375357545e-10,"Cluster 2","Ldha"
1.52218340514718e-13,0.44266262745753,0.592,0.329,1.95752785901927e-10,"Cluster 2","Tenm3"
1.69541547546052e-13,0.436019968898778,0.697,0.424,2.18030430144222e-10,"Cluster 2","Maml3"
1.76897718118128e-13,0.327033387355244,0.991,0.914,2.27490465499912e-10,"Cluster 2","Nrxn1"
2.03078426494486e-13,0.379947919138441,0.959,0.748,2.61158856471909e-10,"Cluster 2","Dmd"
2.06289632640305e-13,0.329307947711173,0.427,0.181,2.65288467575433e-10,"Cluster 2","Col16a1"
2.48761023581593e-13,0.380793743455466,0.95,0.784,3.19906676325929e-10,"Cluster 2","Unc80"
3.12641000521588e-13,0.399689686752826,0.936,0.767,4.02056326670762e-10,"Cluster 2","Camkv"
3.77368045913922e-13,0.406625902044577,0.959,0.763,4.85295307045304e-10,"Cluster 2","Osbpl1a"
4.19812364255889e-13,0.3217643165811,0.986,0.869,5.39878700433074e-10,"Cluster 2","Mical2"
4.25037832123103e-13,0.399936815033479,0.826,0.572,5.46598652110311e-10,"Cluster 2","Rgs7"
4.25321582820341e-13,0.418336074655131,0.812,0.565,5.46963555506959e-10,"Cluster 2","Trerf1"
4.45489705913342e-13,0.368008454012306,0.959,0.858,5.72899761804558e-10,"Cluster 2","Tacc1"
4.83254561235649e-13,0.452558233944331,0.555,0.29,6.21465365749044e-10,"Cluster 2","Galnt18"
6.19637509455735e-13,0.410747512136417,0.826,0.57,7.96853837160076e-10,"Cluster 2","Brinp2"
7.19751646638743e-13,0.344960592371663,0.734,0.415,9.25600617577424e-10,"Cluster 2","Tmem108"
8.24263170295927e-13,0.392932927048959,0.936,0.777,1.06000243700056e-09,"Cluster 2","Stxbp5l"
8.33731291259285e-13,0.335115909108586,0.94,0.725,1.07217844055944e-09,"Cluster 2","Grin2a"
8.74675455660597e-13,0.423189194582781,0.67,0.402,1.12483263597953e-09,"Cluster 2","Mark1"
9.19167836029289e-13,0.455235655327966,0.459,0.216,1.18204983713367e-09,"Cluster 2","Cbln2"
9.43499943744483e-13,0.357200494873526,0.872,0.579,1.21334092765541e-09,"Cluster 2","Tlk1"
1.16049077861726e-12,0.448076451633831,0.688,0.422,1.49239114130180e-09,"Cluster 2","Abcc8"
1.24893061449739e-12,0.466380636998849,0.651,0.399,1.60612477024364e-09,"Cluster 2","Cdh8"
1.39027400513887e-12,0.352326149278239,0.954,0.819,1.78789237060859e-09,"Cluster 2","Opcml"
1.49842578984889e-12,0.396761033784084,0.766,0.506,1.92697556574567e-09,"Cluster 2","Unc5c"
1.93980552200958e-12,0.32811944638774,0.794,0.488,2.49458990130432e-09,"Cluster 2","Wdr17"
3.28057885611357e-12,0.311321753202142,0.95,0.846,4.21882440896206e-09,"Cluster 2","Kctd16"
4.1308544193566e-12,0.415991500950998,0.812,0.568,5.31227878329259e-09,"Cluster 2","Flrt2"
4.6332249378517e-12,0.37534103344581,0.872,0.67,5.95832727007728e-09,"Cluster 2","Wnk2"
4.84736254546663e-12,0.382880780251555,0.885,0.676,6.23370823347009e-09,"Cluster 2","Pik3r1"
5.11769792113458e-12,0.372066083844266,0.922,0.738,6.58135952657907e-09,"Cluster 2","Myh10"
9.43096746385289e-12,0.335845984714832,0.95,0.858,1.21282241585148e-08,"Cluster 2","Gabrb1"
1.12662054052648e-11,0.397093537941482,0.931,0.806,1.44883401511705e-08,"Cluster 2","Dynll1"
1.2976877844991e-11,0.382369536327895,0.812,0.58,1.66882649086584e-08,"Cluster 2","Hecw2"
1.32078410527174e-11,0.377680058332499,0.817,0.578,1.69852835937946e-08,"Cluster 2","Prkag2"
1.38857755527681e-11,0.423206452876315,0.761,0.525,1.78571073608598e-08,"Cluster 2","Pde8b"
1.55986949900614e-11,0.302381153395242,0.807,0.51,2.0059921757219e-08,"Cluster 2","Nfib"
1.5717744857366e-11,0.334854327198084,0.894,0.735,2.02130198865727e-08,"Cluster 2","Dcaf6"
1.62792417795485e-11,0.432198066478118,0.615,0.356,2.09351049284994e-08,"Cluster 2","Creg2"
2.08861708870456e-11,0.414931378379014,0.693,0.453,2.68596157607406e-08,"Cluster 2","Samd12"
2.48558682375291e-11,0.346107863523904,0.867,0.625,3.19646465534624e-08,"Cluster 2","Arid5b"
2.63394902645605e-11,0.35489392998112,0.78,0.529,3.38725844802248e-08,"Cluster 2","Magi3"
2.87292807811904e-11,0.313828242144425,0.83,0.581,3.69458550846108e-08,"Cluster 2","Hdac9"
3.09725806088072e-11,0.350735665654083,0.61,0.354,3.9830738662926e-08,"Cluster 2","Larp1b"
4.21905176296911e-11,0.335706569880582,0.913,0.78,5.42570056717828e-08,"Cluster 2","Csmd1"
5.07168492686467e-11,0.278910176346529,0.651,0.376,6.52218681594797e-08,"Cluster 2","Necab1"
5.68056666982423e-11,0.392287428903209,0.775,0.542,7.30520873739396e-08,"Cluster 2","Ppm1k"
7.21692961853018e-11,0.304027079437095,0.894,0.632,9.28097148942981e-08,"Cluster 2","Sez6l"
1.27636502799724e-10,0.326531376146142,0.89,0.734,1.64140542600445e-07,"Cluster 2","Lrfn5"
1.46302395199778e-10,0.251810531867965,0.807,0.524,1.88144880226915e-07,"Cluster 2","Chrm3"
1.56140005715888e-10,0.385371836460017,0.766,0.57,2.00796047350632e-07,"Cluster 2","Fmn2"
1.57919576309114e-10,0.38822479796582,0.927,0.759,2.0308457513352e-07,"Cluster 2","Ly6e"
1.61123884381239e-10,0.369629504391505,0.596,0.371,2.07205315314274e-07,"Cluster 2","Rnf150"
1.92954666337361e-10,0.341597875711574,0.743,0.513,2.48139700909846e-07,"Cluster 2","Ksr2"
1.97063368492802e-10,0.375636156890765,0.743,0.504,2.53423491881743e-07,"Cluster 2","Foxg1"
2.08969850970798e-10,0.426319180729771,0.518,0.295,2.68735228348446e-07,"Cluster 2","Itpk1"
2.51224424615682e-10,0.258417639634116,0.986,0.956,3.23074610055767e-07,"Cluster 2","Dclk1"
2.53919252731628e-10,0.406116925547086,0.307,0.126,3.26540159012873e-07,"Cluster 2","Crym"
3.37536637779348e-10,0.259409959817933,0.982,0.941,4.34072116184241e-07,"Cluster 2","Grin2b"
3.708912167108e-10,0.315151562352315,0.651,0.399,4.76966104690088e-07,"Cluster 2","Wsb2"
3.81505642519905e-10,0.325732692863614,0.812,0.572,4.90616256280598e-07,"Cluster 2","Camk1d"
5.45455494212054e-10,0.388579224052516,0.628,0.396,7.01455765556701e-07,"Cluster 2","Gfod1"
6.5349660694717e-10,0.320426168847928,0.876,0.681,8.4039663653406e-07,"Cluster 2","Nol4"
6.80663396379645e-10,0.380184585923302,0.45,0.236,8.75333127744224e-07,"Cluster 2","Slit1"
7.55627955419024e-10,0.365653063739317,0.986,0.892,9.71737550668865e-07,"Cluster 2","Chn1"
8.03705978541318e-10,0.276451894042221,0.794,0.531,1.03356588840414e-06,"Cluster 2","Dgki"
9.76349460375611e-10,0.356048944419446,0.917,0.865,1.25558540604304e-06,"Cluster 2","Btbd9"
1.02184258609632e-09,0.380239751698229,0.83,0.655,1.31408956571987e-06,"Cluster 2","Bsn"
1.04392474525955e-09,0.265440509013397,0.284,0.116,1.34248722240378e-06,"Cluster 2","Lrfn2"
1.18129438964742e-09,0.343323333724947,0.252,0.1,1.51914458508658e-06,"Cluster 2","Bmper"
1.38836791255428e-09,0.337925466882115,0.624,0.384,1.7854411355448e-06,"Cluster 2","Stxbp6"
1.60287759813898e-09,0.285639263620866,0.95,0.837,2.06130059120672e-06,"Cluster 2","Auts2"
2.13345241573585e-09,0.30444081096032,0.89,0.656,2.74361980663631e-06,"Cluster 2","Apba2"
2.23703436233915e-09,0.313564126119105,0.885,0.714,2.87682618996815e-06,"Cluster 2","Ctnna2"
2.25644243591562e-09,0.320686630345796,0.835,0.603,2.90178497258748e-06,"Cluster 2","Cdkl5"
3.09285179296417e-09,0.325878971289334,0.876,0.708,3.97740740575193e-06,"Cluster 2","Arhgef7"
3.15679080793216e-09,0.338583748549826,0.931,0.821,4.05963297900075e-06,"Cluster 2","Rtn4"
3.50713630637777e-09,0.255804347819225,0.633,0.388,4.51017729000181e-06,"Cluster 2","Ptprt"
3.58738330925735e-09,0.340895942741243,0.748,0.515,4.61337493570496e-06,"Cluster 2","Tln2"
3.66326480157586e-09,0.403961004820041,0.615,0.427,4.71095853482656e-06,"Cluster 2","Dok6"
4.07861299806815e-09,0.363828295041998,0.619,0.417,5.24509631551564e-06,"Cluster 2","Arl15"
4.20500261513042e-09,0.275880369170596,0.945,0.852,5.40763336305772e-06,"Cluster 2","Scn3a"
5.03140703531876e-09,0.318836505774401,0.917,0.796,6.47038944741993e-06,"Cluster 2","Kcnq1ot1"
5.04162628295845e-09,0.403939541356874,0.651,0.449,6.48353139988456e-06,"Cluster 2","Diras2"
5.06313675714622e-09,0.293501398776522,0.899,0.663,6.51119386969004e-06,"Cluster 2","Lrrc4c"
5.75757097928028e-09,0.255710391738507,0.688,0.448,7.40423627935444e-06,"Cluster 2","Dscam"
6.36075601021532e-09,0.334598037200796,0.844,0.677,8.17993222913691e-06,"Cluster 2","Micu1"
6.59637322272757e-09,0.265513783577273,0.986,0.942,8.48293596442765e-06,"Cluster 2","Dmtn"
6.84748293360915e-09,0.287960590211706,0.862,0.672,8.80586305262136e-06,"Cluster 2","Il1rapl1"
7.59332495501178e-09,0.338810329688271,0.697,0.466,9.76501589214515e-06,"Cluster 2","Zbtb16"
7.82377337422391e-09,0.44990315069751,0.381,0.231,1.00613725592519e-05,"Cluster 2","Atp8b1"
8.63677891659406e-09,0.327918363220214,0.844,0.691,1.110689768674e-05,"Cluster 2","Elavl4"
9.66933736394308e-09,0.266563871961118,0.959,0.828,1.24347678500308e-05,"Cluster 2","Negr1"
1.22206399488175e-08,0.281402030085831,0.968,0.884,1.57157429741793e-05,"Cluster 2","Scn8a"
1.44034756765687e-08,0.294128519633063,0.803,0.619,1.85228697200673e-05,"Cluster 2","Macrod2"
1.71687198360078e-08,0.331874306051002,0.72,0.527,2.2078973709106e-05,"Cluster 2","Rasa2"
2.3057050691585e-08,0.262153677132117,0.826,0.596,2.96513671893783e-05,"Cluster 2","Csmd3"
2.3514153364745e-08,0.445594251928087,0.394,0.221,3.0239201227062e-05,"Cluster 2","Baalc"
2.36117791348577e-08,0.338953605170697,0.312,0.155,3.0364747967427e-05,"Cluster 2","Prkg1"
2.6463900864624e-08,0.281525130910661,0.697,0.469,3.40325765119065e-05,"Cluster 2","Rims3"
2.98909897254231e-08,0.346967184734715,0.803,0.64,3.84398127868941e-05,"Cluster 2","Basp1"
3.14309170629181e-08,0.359085842549808,0.56,0.363,4.04201593429126e-05,"Cluster 2","Syt14"
3.41235870538528e-08,0.274969735797053,0.876,0.721,4.38829329512547e-05,"Cluster 2","Cacna1a"
3.52331013526617e-08,0.48951886316086,0.908,0.772,4.5309768339523e-05,"Cluster 2","Tmsb10"
4.20140055267346e-08,0.282708494243475,0.858,0.651,5.40300111073807e-05,"Cluster 2","Susd4"
4.58764355956073e-08,0.372990517430507,0.651,0.469,5.8997096175951e-05,"Cluster 2","Aebp2"
4.60457475657249e-08,0.33923149082421,0.523,0.329,5.92148313695222e-05,"Cluster 2","Mnat1"
4.68088475965479e-08,0.301920030078082,0.89,0.733,6.01961780091606e-05,"Cluster 2","Lpcat4"
5.71259856953025e-08,0.26903671847992,0.849,0.647,7.3464017604159e-05,"Cluster 2","Dock9"
5.83988531419767e-08,0.332750517036848,0.606,0.392,7.5100925140582e-05,"Cluster 2","Lrrn3"
9.21128520917269e-08,0.299489234010226,0.817,0.628,0.000118457127789961,"Cluster 2","Cabp1"
1.13452082504761e-07,0.269192196096149,0.936,0.791,0.000145899378101123,"Cluster 2","Gls"
1.16490517040832e-07,0.391768292557746,0.298,0.149,0.000149806804914509,"Cluster 2","Gsg1l"
1.17588927702185e-07,0.282256608415846,0.922,0.759,0.00015121936102501,"Cluster 2","Ppfia2"
1.21651147031122e-07,0.255110096282232,0.872,0.634,0.000156443375082022,"Cluster 2","Fam135b"
1.52180151817377e-07,0.261633042484357,0.927,0.789,0.000195703675237146,"Cluster 2","Rbfox2"
1.71618664694921e-07,0.253752815242928,0.839,0.68,0.000220701602797669,"Cluster 2","Dapk1"
1.83753853911755e-07,0.25681433005974,0.491,0.297,0.000236307456130517,"Cluster 2","Ica1l"
1.87347701247601e-07,0.335882213295696,0.862,0.712,0.000240929143804415,"Cluster 2","Sh3bgrl3"
1.92962642436934e-07,0.254174546308605,0.784,0.57,0.000248149958173897,"Cluster 2","Nrg3"
2.03911974777322e-07,0.310205641190919,0.844,0.665,0.000262230799563636,"Cluster 2","Farp1"
2.40170562914218e-07,0.261610197185817,0.638,0.418,0.000308859343907685,"Cluster 2","Gpr155"
2.67806583962024e-07,0.259764858440121,0.95,0.837,0.000344399266975162,"Cluster 2","Unc13a"
2.9912408013093e-07,0.254333023587845,0.927,0.787,0.000384673567048375,"Cluster 2","Csrnp3"
3.36180994746175e-07,0.252697448732733,0.835,0.623,0.00043232875924358,"Cluster 2","Slc8a1"
3.75898055591388e-07,0.281167443308658,0.917,0.784,0.000483404899490525,"Cluster 2","Dlgap4"
3.78774915449937e-07,0.313266676563577,0.904,0.806,0.000487104541268619,"Cluster 2","Tuba4a"
4.292794518024e-07,0.303696623802156,0.789,0.627,0.000552053375017886,"Cluster 2","Rtf1"
6.22714238483603e-07,0.294059796433672,0.927,0.842,0.000800810510689914,"Cluster 2","Pak1"
7.91379433958212e-07,0.341137743955775,0.72,0.593,0.00101771395207026,"Cluster 2","Pcdh15"
8.33294378522646e-07,0.281366682107352,0.95,0.87,0.00107161657078012,"Cluster 2","Stmn1"
9.323354318372e-07,0.371229366480061,0.408,0.248,0.00119898336534264,"Cluster 2","Fat1"
9.44060649231253e-07,0.260644664156471,0.706,0.497,0.00121406199491139,"Cluster 2","Ncam2"
1.42941036296271e-06,0.271229190797175,0.67,0.496,0.00183822172677005,"Cluster 2","Kcnq3"
1.58867258545473e-06,0.270152735543088,0.647,0.448,0.00204303294489479,"Cluster 2","Tfdp2"
1.65083170570147e-06,0.251715297248245,0.748,0.56,0.00212296957353209,"Cluster 2","Hectd2"
1.7476294554267e-06,0.294362034345856,0.977,0.924,0.00224745147967873,"Cluster 2","Camk2n1"
1.81278764830208e-06,0.283028494512635,0.61,0.436,0.00233124491571648,"Cluster 2","Plcl2"
1.98197281052297e-06,0.418230580085905,0.482,0.323,0.00254881703433254,"Cluster 2","Tox"
2.0357076172691e-06,0.268592431632374,0.427,0.262,0.00261791999580807,"Cluster 2","Sh3pxd2a"
2.04069847103818e-06,0.262611902446188,0.775,0.562,0.00262433823375509,"Cluster 2","Ephb6"
2.7224833602077e-06,0.290042610016612,0.752,0.583,0.0035011136012271,"Cluster 2","Frrs1l"
2.82386568814169e-06,0.345382091169598,0.606,0.458,0.00363149127495022,"Cluster 2","Trpm3"
3.28930572753478e-06,0.273875220483629,0.541,0.374,0.00423004716560973,"Cluster 2","Ids"
3.96818792502502e-06,0.319783052190441,0.592,0.425,0.00510308967158218,"Cluster 2","Rps6kc1"
6.34297126803851e-06,0.259856454628879,0.899,0.776,0.00815706105069753,"Cluster 2","Ptpn5"
6.825861088467e-06,0.252917607888786,0.959,0.887,0.00877805735976856,"Cluster 2","Clstn1"
1.06370128243017e-05,0.25504688690585,0.729,0.572,0.0136791984920519,"Cluster 2","Dlc1"
1.2042364363257e-05,0.265368334104022,0.881,0.742,0.0154864805711485,"Cluster 2","Brk1"
1.43481229258253e-05,0.288853095254421,0.399,0.257,0.0184516860826114,"Cluster 2","Syn3"
1.58034072365917e-05,0.254416283857579,0.963,0.895,0.0203231817062569,"Cluster 2","Olfm1"
1.77261363414792e-05,0.273929101367618,0.972,0.914,0.0227958113351422,"Cluster 2","Syn1"
2.3412574455666e-05,0.283107930576543,0.775,0.659,0.0301085707499864,"Cluster 2","Lrrtm4"
0.000185330188780797,0.256082969407682,0.651,0.511,0.238334622772104,"Cluster 2","Kif3c"
0.000376591164230771,0.31288663212534,0.436,0.317,0.484296237200772,"Cluster 2","Sema3e"
0.000433196430797327,0.251115174298776,0.986,0.977,0.557090610005362,"Cluster 2","Cfl1"
0.00149467095283326,0.261451506037964,0.404,0.291,1,"Cluster 2","Etv6"
4.42011174255711e-108,1.57215733831452,0.921,0.194,5.68426370092844e-105,"Cluster 3","Cemip"
1.97184500033347e-106,1.71452418035438,0.974,0.257,2.53579267042884e-103,"Cluster 3","Pvalb"
8.95248281312905e-75,1.84144576530589,0.73,0.162,1.1512892897684e-71,"Cluster 3","Tac1"
2.73715392390957e-73,1.34465762625656,0.937,0.366,3.5199799461477e-70,"Cluster 3","Cntnap4"
1.0277360293532e-72,1.12697973954727,0.995,0.513,1.32166853374821e-69,"Cluster 3","Coro6"
2.15680084748772e-71,0.963645477505058,1,0.77,2.77364588986921e-68,"Cluster 3","Kcnc1"
1.99483329682806e-70,1.13539194298773,0.989,0.559,2.56535561972088e-67,"Cluster 3","Gabrd"
1.34988898261128e-67,1.16418092549033,0.995,0.47,1.73595723163811e-64,"Cluster 3","Erbb4"
2.94028653836366e-67,1.13113881082059,0.963,0.644,3.78120848833567e-64,"Cluster 3","Dock4"
1.44097556267523e-64,1.12468144072354,0.905,0.301,1.85309457360035e-61,"Cluster 3","Sox6"
5.30345698096728e-64,1.19653867276594,0.926,0.357,6.82024567752393e-61,"Cluster 3","Btbd11"
2.16208696096619e-63,1.14494214487705,0.64,0.118,2.78044383180252e-60,"Cluster 3","Eya4"
5.54432357241779e-57,1.04620445129313,0.889,0.356,7.13000011412927e-54,"Cluster 3","Ank1"
9.5793798173544e-57,0.765873520961514,0.767,0.201,1.23190824451178e-53,"Cluster 3","Igsf11"
3.68290640600711e-54,1.06117678002642,0.899,0.371,4.73621763812514e-51,"Cluster 3","Slit2"
2.71116122043058e-52,0.939164833520645,0.984,0.643,3.48655332947372e-49,"Cluster 3","Kcnc2"
3.07992690905862e-52,0.685809909800074,1,0.895,3.96078600504938e-49,"Cluster 3","Scn1a"
3.96476180415775e-51,1.04470449423989,0.852,0.402,5.09868368014687e-48,"Cluster 3","Tmem108"
9.42906905376709e-50,1.08049474115641,0.762,0.258,1.21257828031445e-46,"Cluster 3","Esrrg"
1.86124829440392e-49,0.828222940786133,0.989,0.619,2.39356530660345e-46,"Cluster 3","Fam135b"
4.35974964838406e-49,0.750674482158002,1,0.729,5.6066380478219e-46,"Cluster 3","Slc6a1"
3.54951272373886e-48,0.682561905612654,1,0.912,4.56467336272817e-45,"Cluster 3","Sparcl1"
3.59502200671251e-48,0.983587486632404,0.529,0.106,4.62319830063229e-45,"Cluster 3","Rarb"
3.46054475824422e-47,0.986212937202752,0.884,0.413,4.45026055910206e-44,"Cluster 3","Ptpre"
6.83212580650109e-47,0.959119435787629,0.921,0.504,8.78611378716041e-44,"Cluster 3","Ppargc1a"
2.12629601417545e-45,0.91765343425591,0.947,0.603,2.73441667422963e-42,"Cluster 3","Ppip5k2"
8.00562567103129e-45,0.737278188860027,0.989,0.716,1.02952346129462e-41,"Cluster 3","Srrm4"
1.7870781989403e-44,1.07938626355077,0.714,0.235,2.29818256383722e-41,"Cluster 3","Plcxd3"
3.67534004217468e-44,0.477168031178115,1,0.983,4.72648729423664e-41,"Cluster 3","Slc25a3"
1.72514442567344e-43,1.02640065694007,0.767,0.294,2.21853573141605e-40,"Cluster 3","Trps1"
2.1728294500243e-43,0.992987278108875,0.735,0.253,2.79425867273125e-40,"Cluster 3","Col11a1"
3.03215784129832e-43,0.755808213406131,0.995,0.73,3.89935498390964e-40,"Cluster 3","Limch1"
1.35785501119263e-40,1.34471865787271,0.529,0.142,1.74620154439372e-37,"Cluster 3","Il1rapl2"
3.08347928314999e-40,0.717628378595993,1,0.723,3.96535435813089e-37,"Cluster 3","Gad1"
3.48642086268989e-40,0.64554329819852,0.989,0.864,4.4835372294192e-37,"Cluster 3","Gabra1"
8.75125345694345e-40,0.792240434046779,0.979,0.676,1.12541119456293e-36,"Cluster 3","Ntrk3"
1.43053142409741e-39,0.603339172128574,0.989,0.82,1.83966341138927e-36,"Cluster 3","Sorbs1"
1.5686337903883e-39,0.710426380765611,0.968,0.763,2.01726305443936e-36,"Cluster 3","Arhgap5"
5.56879625364228e-39,0.829856223361939,0.698,0.239,7.16147198218397e-36,"Cluster 3","Etv6"
5.72777961052275e-39,0.624512094469469,0.989,0.825,7.36592457913226e-36,"Cluster 3","Trio"
2.25598548192209e-38,0.922216020591125,0.81,0.376,2.90119732975181e-35,"Cluster 3","Ndst3"
7.12177179609119e-38,0.782827703688903,0.931,0.507,9.15859852977326e-35,"Cluster 3","Ptprm"
1.45433569046975e-37,0.791064012991979,0.947,0.606,1.8702756979441e-34,"Cluster 3","Hcn1"
3.72016835878607e-37,0.789096775404813,0.937,0.472,4.78413650939888e-34,"Cluster 3","Nxph1"
2.83402311427961e-36,0.676678743553116,0.974,0.588,3.64455372496358e-33,"Cluster 3","Cux2"
8.3739681828269e-36,0.87955273880444,0.799,0.343,1.07689230831154e-32,"Cluster 3","Parm1"
9.46197176418794e-36,0.692746244951712,0.963,0.691,1.21680956887457e-32,"Cluster 3","Acsl3"
1.35062142373753e-35,0.755847563192789,0.937,0.592,1.73689915092647e-32,"Cluster 3","Plxna4"
1.47115197389938e-35,0.768739682868524,0.947,0.521,1.8919014384346e-32,"Cluster 3","Rapgef5"
2.19000370028324e-35,0.880996795617366,0.825,0.445,2.81634475856425e-32,"Cluster 3","Rps6ka2"
2.40496252325991e-35,0.664933552460183,0.984,0.738,3.09278180491224e-32,"Cluster 3","Nebl"
4.09607963035066e-35,0.753048034081427,0.937,0.562,5.26755840463095e-32,"Cluster 3","Col19a1"
4.14438332778405e-35,0.82615245802278,0.905,0.541,5.32967695953029e-32,"Cluster 3","Kcnab1"
7.60414432706456e-35,0.877246410469789,0.825,0.424,9.77892960460503e-32,"Cluster 3","Trpm2"
7.85637338403036e-35,0.81785242842405,0.831,0.403,1.0103296171863e-31,"Cluster 3","Mafb"
1.54371457373958e-34,0.907369795816706,0.513,0.142,1.9852169418291e-31,"Cluster 3","Tmem132c"
2.5657215798506e-34,0.799990276680024,0.894,0.533,3.29951795168788e-31,"Cluster 3","Dclk2"
2.84458149465722e-34,0.837757243646269,0.847,0.457,3.65813180212918e-31,"Cluster 3","Fmn1"
5.3974534620176e-34,0.662491574730191,0.974,0.727,6.94112515215463e-31,"Cluster 3","Gria4"
2.89593079026355e-33,0.814077810144154,0.667,0.244,3.72416699627893e-30,"Cluster 3","Ankrd55"
9.12396909033077e-33,0.532869703562945,0.979,0.862,1.17334242501654e-29,"Cluster 3","Adgrb3"
1.48607031431918e-32,0.737035614724258,0.841,0.472,1.91108642421447e-29,"Cluster 3","Atrnl1"
3.46640067364068e-32,0.85642778030895,0.788,0.387,4.45779126630191e-29,"Cluster 3","Kctd8"
3.7694040269605e-32,0.610864571164673,0.974,0.76,4.84745357867121e-29,"Cluster 3","Arhgap21"
6.91327619124518e-32,0.652032321744967,1,0.868,8.89047318194131e-29,"Cluster 3","Cplx1"
2.11333258203833e-31,0.658280830333493,0.947,0.661,2.7177457005013e-28,"Cluster 3","Il1rapl1"
7.00396694227894e-31,0.776058580418465,0.677,0.258,9.00710148777072e-28,"Cluster 3","Vwc2"
7.10729471919345e-31,0.586523864190014,0.963,0.771,9.13998100888278e-28,"Cluster 3","Man1a2"
1.1755952574998e-30,0.732147628289213,0.82,0.384,1.51181550114475e-27,"Cluster 3","Ano4"
1.66390024048857e-30,0.405460106423573,1,0.991,2.1397757092683e-27,"Cluster 3","Atp1a3"
2.00123162279197e-30,0.650190158395661,0.931,0.602,2.57358386691047e-27,"Cluster 3","Mtss1"
2.85374422217161e-30,0.537250450590177,0.979,0.783,3.66991506971268e-27,"Cluster 3","Nav3"
5.57388968978684e-30,0.659824849751113,0.937,0.761,7.16802214106587e-27,"Cluster 3","Arhgef3"
7.79772757519348e-30,0.60238766751287,0.968,0.76,1.00278776616988e-26,"Cluster 3","Inpp5f"
1.50900715612943e-29,0.71428118834134,0.571,0.189,1.94058320278245e-26,"Cluster 3","Tox3"
2.41911652682836e-29,0.5884205261941,0.963,0.709,3.11098385350127e-26,"Cluster 3","Osbpl3"
3.7610866115952e-29,0.689114920242496,0.884,0.533,4.83675738251142e-26,"Cluster 3","Cux1"
4.89559711023939e-29,0.681820613352492,0.815,0.399,6.29573788376785e-26,"Cluster 3","Rbms3"
7.83568932707594e-29,0.710188362170058,0.852,0.467,1.00766964746197e-25,"Cluster 3","Usp25"
8.3308919119922e-29,0.511602129217027,1,0.932,1.0713526998822e-25,"Cluster 3","Ldhb"
9.61532501573689e-29,0.680233680448756,0.91,0.523,1.23653079702376e-25,"Cluster 3","Ubash3b"
1.72465407360016e-28,0.610799786656094,0.963,0.67,2.21790513864981e-25,"Cluster 3","Grip1"
2.15456933698691e-28,0.814956939171966,0.72,0.35,2.77077616736516e-25,"Cluster 3","Optn"
2.23651586639517e-28,0.848501841298095,0.354,0.078,2.87615940418418e-25,"Cluster 3","Tll1"
2.84196171500612e-28,0.578864816007848,0.979,0.713,3.65476276549787e-25,"Cluster 3","Elavl2"
3.31357633879196e-28,0.653925237268245,0.921,0.609,4.26125917168647e-25,"Cluster 3","Gabrg3"
4.6548870325745e-28,0.642545742212453,0.921,0.622,5.9861847238908e-25,"Cluster 3","Arid5b"
8.71181202685545e-28,0.786398411208948,0.714,0.333,1.12033902665361e-24,"Cluster 3","Tox2"
9.20902869878645e-28,0.498243711785939,0.995,0.895,1.18428109066394e-24,"Cluster 3","Map1a"
1.0703816887524e-27,0.566035871410173,0.968,0.755,1.37651085173559e-24,"Cluster 3","Ppfia2"
1.40667491839195e-27,0.663238736851588,0.841,0.478,1.80898394505205e-24,"Cluster 3","Dip2a"
1.61923681162113e-27,0.571417305020882,0.952,0.733,2.08233853974478e-24,"Cluster 3","Itsn1"
2.12524925621356e-27,0.793581360063047,0.434,0.117,2.73307054349064e-24,"Cluster 3","Rerg"
2.60937607699787e-27,0.503746497117975,0.963,0.805,3.35565763501927e-24,"Cluster 3","Gabrg2"
3.60134872713118e-27,0.628977857322137,0.958,0.727,4.63133446309069e-24,"Cluster 3","Scn1b"
4.5558163141232e-27,0.589679670933502,0.947,0.642,5.85877977996244e-24,"Cluster 3","Kcnh7"
6.90516513856343e-27,0.809102909771264,0.587,0.226,8.88004236819258e-24,"Cluster 3","Trpc3"
1.19575656997131e-26,0.485489856462948,0.989,0.848,1.5377429489831e-23,"Cluster 3","Efr3a"
1.54565383266073e-26,0.445550980273885,0.984,0.899,1.9877108288017e-23,"Cluster 3","Cntnap2"
1.58264371161037e-26,0.451002464689309,0.995,0.894,2.03527981313093e-23,"Cluster 3","Cit"
3.35744667300003e-26,0.494768206649439,0.989,0.88,4.31767642147804e-23,"Cluster 3","Dlgap2"
3.47234405895438e-26,0.482337880779156,0.989,0.895,4.46543445981533e-23,"Cluster 3","Got1"
3.74867291938248e-26,0.664929586873375,0.709,0.324,4.82079337432587e-23,"Cluster 3","Myo16"
