"","data","Val0","Val1","Val2","ttype","cellnames","gmm_cluster","col"
"70","Expr",0.0155044761781747,0.00172920322585582,0.00148896970343888,"ET","20180208_sample_3",1,"#1B9E77"
"71","Expr",0.0271407403912469,-0.0119816948021356,0.00255106598451911,"IT","20180208_sample_4",2,"#D95F02"
"72","Expr",0.0178687583976731,-0.00185502465700028,0.00956948890928133,"IT","20180208_sample_5",1,"#1B9E77"
"73","Expr",0.0252567146831614,-0.0103970861648539,0.00504424966492565,"ET","20180213_sample_3",1,"#1B9E77"
"74","Expr",-0.0278347972567483,-0.0242541375604856,0.000621849795302637,"Pvalb","20180213_sample_5",3,"#7570B3"
"75","Expr",-0.0249885001334275,-0.0179743712914849,-0.000855596207887223,"Pvalb","20180215_sample_1",1,"#1B9E77"
"76","Expr",-0.00959973938599993,0.0127819716137139,0.00848721410428964,"Sst","20180220_sample_1",4,"#E7298A"
"77","Expr",0.0297708082237768,-0.0157531253282365,0.00636162950528008,"IT","20180220_sample_2",2,"#D95F02"
"78","Expr",0.0274548038055834,-0.0128771406419617,0.0177250495390631,"IT","20180225_sample_1",2,"#D95F02"
"79","Expr",0.0306207070917801,-0.0170201722305472,0.00785507048636149,"IT","20180225_sample_2",2,"#D95F02"
"80","Expr",0.0313980946963877,-0.0174733497870017,0.00922935215663324,"IT","20180225_sample_3",2,"#D95F02"
"81","Expr",0.0289934208033979,-0.0146501285613284,0.00383093185096818,"IT","20180225_sample_4",2,"#D95F02"
"82","Expr",0.0234476720455276,-0.00840460903484442,0.00501692741745702,"ET","20180225_sample_5",1,"#1B9E77"
"83","Expr",-0.0297489317074063,-0.0295316270003883,-0.000613633471747342,"Pvalb","20180225_sample_7",3,"#7570B3"
"84","Expr",-0.0219057454658601,-0.0168342995660841,-0.00375439626369455,"Pvalb","20180306_sample_1",1,"#1B9E77"
"85","Expr",0.0228628299183424,-0.0164195277820135,0.0117593463191663,"IT","20180306_sample_2",2,"#D95F02"
"86","Expr",0.0272517707258879,-0.015583672457164,0.00742002020353332,"IT","20180306_sample_3",2,"#D95F02"
"87","Expr",0.0304829131108566,-0.0178824773896118,0.0122216998626623,"IT","20180306_sample_5",2,"#D95F02"
"88","Expr",0.025645354476286,-0.0142890461574,0.0063495879665957,"IT","20180309_sample_4",2,"#D95F02"
"89","Expr",0.0259930887144571,-0.0120949067939476,0.00614848930222394,"IT","20180309_sample_6",2,"#D95F02"
"90","Expr",0.0289453565390791,-0.0143146838183057,0.007407797346316,"IT","20180309_sample_7",2,"#D95F02"
"91","Expr",0.028054520090673,-0.0167319481358332,0.00722835054046662,"IT","20180309_sample_8",2,"#D95F02"
"92","Expr",0.0276512219552837,-0.0128859495918437,0.00802339876962279,"ET","20180313_sample_2",2,"#D95F02"
"93","Expr",0.0263404920112621,-0.0149747742553316,0.00712884015262271,"IT","20180313_sample_7",2,"#D95F02"
"94","Expr",-0.0255691680985078,-0.022273192790857,0.00314430236959554,"Pvalb","20180313_sample_9",3,"#7570B3"
"95","Expr",0.025975756681605,-0.0108198321595032,0.00612573721945117,"ET","20180315_sample_1",2,"#D95F02"
"96","Expr",0.0321238044581149,-0.0186351315337711,0.0130168941178782,"IT","20180315_sample_5",2,"#D95F02"
"97","Expr",0.00861353709990098,-0.0122772488317142,0.0124227155379824,"IT","20180315_sample_6",1,"#1B9E77"
"98","Expr",0.0274211459370262,-0.0146312304700807,0.00668673705699766,"IT","20180321_sample_2",2,"#D95F02"
"99","Expr",0.0298100725456601,-0.0157271870466648,0.00121541720932012,"IT","20180321_sample_3",2,"#D95F02"
"100","Expr",0.0167203765137163,-0.000121866444521984,0.0205249249541125,"IT","20180321_sample_4",1,"#1B9E77"
"101","Expr",0.0286238601924813,-0.0171766989136387,0.00906832370347293,"ET","20180321_sample_8",2,"#D95F02"
"102","Expr",0.0284720425011937,-0.0161311721517169,0.00723637106411112,"ET","20180321_sample_9",2,"#D95F02"
"103","Expr",0.0323746555856868,-0.0200108879663348,0.0148184087219562,"IT","20180322_sample_1",2,"#D95F02"
"104","Expr",0.0295701596042804,-0.0159165239893614,0.00796820824555083,"IT","20180322_sample_2",2,"#D95F02"
"105","Expr",0.0275445542362677,-0.0126947511127052,0.00529441290237685,"IT","20180322_sample_3",2,"#D95F02"
"106","Expr",0.0301752395311135,-0.0158962133648601,0.00711167799545603,"IT","20180322_sample_4",2,"#D95F02"
"107","Expr",0.0294564607514266,-0.0155324710320785,0.00696468852904006,"IT","20180322_sample_5",2,"#D95F02"
"108","Expr",0.0227507778161247,-0.00623393417933507,5.9650903110465e-05,"ET","20180322_sample_6",1,"#1B9E77"
"109","Expr",0.0285475865254775,-0.0138103308604349,0.00625213256560728,"ET","20180322_sample_7",2,"#D95F02"
"110","Expr",-0.0279815254221521,-0.0255265918268641,0.00258973906623791,"Pvalb","20180327_sample_1",3,"#7570B3"
"111","Expr",-0.0303046636153691,-0.0301655546694207,0.00298238468170644,"Pvalb","20180327_sample_2",3,"#7570B3"
"112","Expr",0.028747240155525,-0.0149362187916265,0.00515432154368947,"IT","20180327_sample_3",2,"#D95F02"
"113","Expr",-0.0299069938689703,-0.0305362014869282,-0.00113123751093535,"Pvalb","20180327_sample_4",3,"#7570B3"
"114","Expr",-0.0287062255510553,-0.026628348818238,0.00137546923390689,"Pvalb","20180327_sample_5",3,"#7570B3"
"115","Expr",0.0301845114130564,-0.0159509626998718,0.00743154693593369,"IT","20180327_sample_6",2,"#D95F02"
"116","Expr",0.0281021149240349,-0.0144701758058702,0.00654927206575667,"IT","20180329_sample_1",2,"#D95F02"
"117","Expr",0.0271755253650296,-0.0132449501549162,0.00471060404872152,"IT","20180329_sample_2",2,"#D95F02"
"118","Expr",0.0298585239097287,-0.015678055650662,0.00845770648991797,"IT","20180329_sample_3",2,"#D95F02"
"119","Expr",0.0265616405791825,-0.0115750611082766,0.00508134063833899,"ET","20180329_sample_4",2,"#D95F02"
"120","Expr",0.0319009070235165,-0.0194797703362071,0.0139792047333238,"IT","20180329_sample_5",2,"#D95F02"
"121","Expr",0.0293120667276614,-0.0161078414129562,0.00438200499264961,"IT","20180329_sample_6",2,"#D95F02"
"122","Expr",0.0313479944323716,-0.0179330976590652,0.0119485468532504,"IT","20180329_sample_8",2,"#D95F02"
"123","Expr",0.0228194078601765,-0.00703047401584176,0.000427379697764519,"ET","20180403_sample_6",1,"#1B9E77"
"124","Expr",0.0306612513454614,-0.0171414691143033,0.00868228810956546,"IT","20180403_sample_7",2,"#D95F02"
"125","Expr",-0.00270859494691571,-0.0110771383673262,0.00381186171799559,"Pvalb","20180404_sample_1",1,"#1B9E77"
"126","Expr",-0.029178461704128,-0.0259898804004655,0.00550910646164678,"Pvalb","20180404_sample_2",3,"#7570B3"
"127","Expr",0.0247728301175192,-0.0099114331258569,0.00183729637797793,"IT","20180404_sample_3",2,"#D95F02"
"128","Expr",-0.031630877438949,-0.0333350223294064,-0.00110200122037905,"Pvalb","20180404_sample_4",3,"#7570B3"
"129","Expr",-0.0296162642945844,-0.0274874867185529,0.00370882185088418,"Pvalb","20180404_sample_5",3,"#7570B3"
"130","Expr",0.0275762419775367,-0.0156722740997159,0.00820328722096651,"IT","20180404_sample_7",2,"#D95F02"
"131","Expr",0.0254181051023173,-0.0105013388589655,0.00570606678576437,"ET","20180405_sample_1",2,"#D95F02"
"132","Expr",0.0276117075371093,-0.013553602681966,0.00882906427080068,"IT","20180405_sample_2",2,"#D95F02"
"133","Expr",0.0291389817313489,-0.0153560812407763,0.00770057921473546,"IT","20180405_sample_3",2,"#D95F02"
"134","Expr",-0.0319083822761097,-0.0345999993058963,0.000488768543565307,"Pvalb","20180410_sample_1",3,"#7570B3"
"135","Expr",0.0298164025123849,-0.0158326149349066,0.00641353573685559,"IT","20180410_sample_3",2,"#D95F02"
"136","Expr",0.0333068616770766,-0.0205258172875734,0.0146734142672195,"IT","20180410_sample_4",2,"#D95F02"
"137","Expr",0.0337107796354512,-0.021329550618641,0.0157814214881377,"IT","20180410_sample_5",2,"#D95F02"
"138","Expr",0.0325285060015022,-0.0200357245224324,0.0129500813121202,"IT","20180410_sample_6",2,"#D95F02"
"139","Expr",-0.0287637051520169,-0.0304565747557253,0.00160355772345915,"Pvalb","20180410_sample_9",3,"#7570B3"
"140","Expr",0.0316707931499671,-0.0178883201972706,0.0108606500791092,"IT","20180411_sample_1",2,"#D95F02"
"141","Expr",0.0296650505354587,-0.015305759536733,0.00546610958072453,"IT","20180411_sample_3",2,"#D95F02"
"142","Expr",-0.0299924272265081,-0.0294417582977393,-0.000475922065515199,"Pvalb","20180411_sample_4",3,"#7570B3"
"143","Expr",-0.0288811412170447,-0.0277716582136837,0.00041528255916023,"Pvalb","20180411_sample_5",3,"#7570B3"
"144","Expr",0.0292431072815418,-0.0150404516356606,0.00646755540489422,"IT","20180412_sample_1",2,"#D95F02"
"145","Expr",-0.0202978053031252,-0.0138202388150213,-0.00692023330916688,"Pvalb","20180412_sample_2",1,"#1B9E77"
"146","Expr",0.031002763665309,-0.0169161865773956,0.00925052750401747,"IT","20180412_sample_4",2,"#D95F02"
"147","Expr",0.0299550094177143,-0.0156970490592774,0.00523886222567076,"IT","20180412_sample_7",2,"#D95F02"
"148","Expr",-0.0278869041394766,-0.0251251397890859,0.00164973562252339,"Pvalb","20180413_sample_2",3,"#7570B3"
"149","Expr",-0.0301069975085091,-0.0288796115442824,0.00206057461117829,"Pvalb","20180413_sample_3",3,"#7570B3"
"150","Expr",0.0306629020334046,-0.0165002677481404,0.00947367509808532,"IT","20180413_sample_4",2,"#D95F02"
"151","Expr",0.00109262289803926,0.0213060031598945,-0.0189304334194728,"Vip","20180417_sample_1",5,"#66A61E"
"152","Expr",-0.0185279570307534,-0.0109217914461835,-0.00718719425072078,"Pvalb","20180417_sample_2",1,"#1B9E77"
"153","Expr",0.0255159066494506,-0.0129510448410469,-0.00107504586533172,"IT","20180417_sample_3",1,"#1B9E77"
"154","Expr",-0.0305474186003183,-0.0309422408191525,0.000167647533942674,"Pvalb","20180417_sample_4",3,"#7570B3"
"155","Expr",0.0308501146247689,-0.0167724495225114,0.00897499321241306,"IT","20180417_sample_5",2,"#D95F02"
"156","Expr",0.0261251838726922,-0.012302928104298,0.000647408319448515,"IT","20180417_sample_6",2,"#D95F02"
"157","Expr",-0.0287869847012317,-0.027220109874642,-0.00105082727408567,"Pvalb","20180417_sample_7",3,"#7570B3"
"158","Expr",-0.0140075970343876,0.01998490464211,0.030895163590931,"Sst","20180417_sample_8",4,"#E7298A"
"159","Expr",0.0316355848576667,-0.0182040899687178,0.0073963843258086,"IT","20180417_sample_9",2,"#D95F02"
"160","Expr",-0.0292281337980461,-0.0270191487841658,0.00288121497106509,"Pvalb","20180418_sample_1",3,"#7570B3"
"161","Expr",-0.00164800302372133,-0.0151333344706473,0.000197890721970319,"Pvalb","20180418_sample_2",1,"#1B9E77"
"162","Expr",-0.0237256145374886,-0.0194701694581847,-0.00417808308824293,"Pvalb","20180418_sample_3",1,"#1B9E77"
"163","Expr",0.0266935742541055,-0.01135810846577,0.00778451149821228,"IT","20180418_sample_5",2,"#D95F02"
"164","Expr",0.0256277819315944,-0.0094036235980911,-0.0082865202067943,"IT","20180418_sample_6",1,"#1B9E77"
"165","Expr",0.0278323439895796,-0.0163146992736525,0.00843458590390645,"IT","20180420_sample_3",2,"#D95F02"
"166","Expr",0.0277941124917108,-0.0155417388974384,0.00675056861552989,"IT","20180420_sample_4",2,"#D95F02"
"167","Expr",0.0121255582593996,-0.0023334937931624,0.000545614399266463,"IT","20180424_sample_1",1,"#1B9E77"
"168","Expr",0.0349056778444833,-0.0223857214245697,0.0174259089985633,"IT","20180424_sample_6",2,"#D95F02"
"169","Expr",0.0324746896930831,-0.0200824970386426,0.0143827890007309,"IT","20180425_sample_2",2,"#D95F02"
"170","Expr",-0.0240003650541212,-0.0185273156384879,-0.00101599893151975,"Pvalb","20180425_sample_3",3,"#7570B3"
"171","Expr",0.000682072419704573,0.028120364366878,-0.0131892543385682,"Sncg","20180425_sample_5",5,"#66A61E"
"172","Expr",-0.0232674099050081,-0.0191160490569437,-0.00316847899932141,"Pvalb","20180425_sample_7",3,"#7570B3"
"173","Expr",0.00143384301546687,0.027802677114384,-0.0165289389225194,"Vip","20180425_sample_8",5,"#66A61E"
"174","Expr",0.0261131698461951,-0.0119723941512267,0.00446874417651543,"IT","20180425_sample_9",2,"#D95F02"
"175","Expr",0.00945931777577899,0.00755545193585496,-0.0180613869472524,"ET","20180426_sample_1",1,"#1B9E77"
"176","Expr",0.0322766836006206,-0.0186795811230172,0.0119300889761792,"IT","20180426_sample_3",2,"#D95F02"
"177","Expr",0.0261862875286637,-0.0120736421011423,0.00390238504483228,"IT","20180426_sample_4",2,"#D95F02"
"178","Expr",-0.0098104459885449,-0.00214662788229977,-0.000778008765498313,"Pvalb","20180426_sample_5",1,"#1B9E77"
"179","Expr",0.0297189274401462,-0.0155694066740402,0.00890669448206216,"IT","20180426_sample_7",2,"#D95F02"
"180","Expr",-0.0166848404903643,-0.00539319415802153,0.00850856781282401,"Pvalb","20180426_sample_9",1,"#1B9E77"
"181","Expr",0.0308532459777052,-0.0181925778541222,0.0127495612721007,"IT","20180501_sample_2",2,"#D95F02"
"182","Expr",0.0243204493155693,-0.00959568649972532,0.000174281576524425,"IT","20180501_sample_3",2,"#D95F02"
"183","Expr",0.0308728009115743,-0.0180528208673531,0.0115162318360151,"IT","20180501_sample_4",2,"#D95F02"
"184","Expr",0.0248899327705485,-0.00867996998058796,0.00281450425625985,"IT","20180501_sample_5",1,"#1B9E77"
"185","Expr",-0.00854727780550334,0.0085958958696652,-0.0316805039649192,"Lamp5","20180501_sample_8",5,"#66A61E"
"186","Expr",0.0279434083465529,-0.0129672183196238,0.00358145151440021,"IT","20180502_sample_3",2,"#D95F02"
"187","Expr",-0.0309430491651715,-0.0320649305683478,-0.00190529681178352,"Pvalb","20180508_sample_1",3,"#7570B3"
"188","Expr",0.0285188836309752,-0.0145991398030306,0.00875939324503547,"IT","20180508_sample_2",2,"#D95F02"
"189","Expr",0.0248936424174195,-0.00993851569512152,0.00314304872500681,"IT","20180508_sample_3",1,"#1B9E77"
"190","Expr",0.0294824482788452,-0.0164472995066934,0.00998040896950688,"IT","20180508_sample_4",2,"#D95F02"
"191","Expr",0.0328754400737647,-0.0195522633352603,0.0122553745788019,"IT","20180509_sample_2",2,"#D95F02"
"192","Expr",0.033867173005244,-0.021339223128558,0.0156945310310973,"IT","20180509_sample_3",2,"#D95F02"
"193","Expr",0.0276752944969339,-0.0132144336854578,0.00417516734842239,"IT","20180509_sample_5",2,"#D95F02"
"194","Expr",0.030986448193727,-0.0169993161784133,0.00825657902584586,"IT","20180509_sample_7",2,"#D95F02"
"195","Expr",0.0315558874842311,-0.0175136959865914,0.00923763707078778,"IT","20180509_sample_9",2,"#D95F02"
"196","Expr",-0.0330988324815557,-0.0358534054602257,0.00149168299342537,"Pvalb","20180510_sample_2",3,"#7570B3"
"197","Expr",0.0275807561090215,-0.0112397046974727,0.00543877200364188,"IT","20180510_sample_3",2,"#D95F02"
"198","Expr",0.0254881419638018,-0.0100320461213174,0.00862953673654608,"IT","20180510_sample_5",1,"#1B9E77"
"199","Expr",0.0178865086597445,0.00119611344808449,-0.00811463545715013,"IT","20180510_sample_9",1,"#1B9E77"
"200","Expr",-0.0168472223823611,-0.00690531358136665,-0.00297677346953005,"Pvalb","20180515_sample_1",1,"#1B9E77"
"201","Expr",-0.0206305901562358,-0.0168467291772385,-0.00641211518796138,"Pvalb","20180515_sample_6",1,"#1B9E77"
"202","Expr",0.029318241890691,-0.0144895818974011,0.00753604899965593,"IT","20180522_sample_2",2,"#D95F02"
"203","Expr",0.0277087701917072,-0.0137052085677499,0.00798536966843272,"IT","20180522_sample_3",2,"#D95F02"
"204","Expr",0.0270428528075772,-0.0125745856761073,0.00579287086454483,"IT","20180522_sample_4",2,"#D95F02"
"205","Expr",-0.0279066422818415,-0.0256366572632572,-0.00289322970628308,"Pvalb","20180522_sample_5",3,"#7570B3"
"206","Expr",0.0219214754570602,-0.00766466833542256,0.00279914880432422,"ET","20180522_sample_6",1,"#1B9E77"
"207","Expr",0.0280463511534062,-0.0157662800450047,0.00857022158704503,"IT","20180522_sample_7",2,"#D95F02"
"208","Expr",0.0245151055697632,-0.00925979419983612,-0.00711400939090185,"IT","20180524_sample_8",1,"#1B9E77"
"209","Expr",-0.0210976026249254,-0.0143467037722024,-0.00277816111549223,"Pvalb","20180524_sample_9",1,"#1B9E77"
"210","Expr",0.0122727438697039,-0.00164275893582969,0.00280108666901212,"IT","20180529_sample_3",1,"#1B9E77"
"211","Expr",-0.00142076719045336,0.0187134284281658,-0.01782217428999,"Lamp5","20180608_sample_1",5,"#66A61E"
"212","Expr",-0.0294597815247469,-0.0277479575804967,0.00350394155625387,"Pvalb","20180608_sample_2",3,"#7570B3"
"213","Expr",0.0180613841624797,-0.00741709380014789,0.00506005704266505,"IT","20180608_sample_3",1,"#1B9E77"
"214","Expr",-0.0309195302248033,-0.0313355129719211,0.00154725787923997,"Pvalb","20180608_sample_5",3,"#7570B3"
"215","Expr",-0.0155567002352206,-0.00659415660107254,-0.00293322378051143,"Pvalb","20180619_sample_3",1,"#1B9E77"
"216","Expr",0.0328539319671539,-0.0199297907521403,0.0145635062875584,"IT","20180619_sample_5",2,"#D95F02"
"217","Expr",-0.0032064922536015,0.0106991180645913,-0.0531935702344901,"Lamp5","20180619_sample_7",5,"#66A61E"
"218","Expr",0.0338265866403929,-0.0211660295805182,0.0154656548730107,"IT","20180621_sample_1",2,"#D95F02"
"219","Expr",0.00343042758160287,0.0261798827783735,-0.0162662343647684,"Sncg","20180621_sample_3",5,"#66A61E"
"220","Expr",0.0331491562834486,-0.0205195766351849,0.0141253667208381,"IT","20180621_sample_4",2,"#D95F02"
"221","Expr",-0.00316134229040507,0.029462491816477,-0.00382910413700183,"Vip","20180621_sample_5",5,"#66A61E"
"222","Expr",-0.0301518873173454,-0.0302256812258021,-0.00112412285566188,"Pvalb","20180621_sample_7",3,"#7570B3"
"223","Expr",-0.0297932949622276,-0.0297990685783983,-0.00176964281259745,"Pvalb","20180621_sample_8",3,"#7570B3"
"224","Expr",-0.0307490765184732,-0.0313978217201175,0.000511425126052884,"Pvalb","20180628_sample_2",3,"#7570B3"
"225","Expr",-0.0308957033810253,-0.0317402332051895,-0.00232657474262961,"Pvalb","20180628_sample_3",3,"#7570B3"
"226","Expr",-0.0308634402908473,-0.0317423859246603,0.000119735984867577,"Pvalb","20180628_sample_6",3,"#7570B3"
"227","Expr",-0.000302475914686407,0.0210079735872622,-0.0328277796086999,"Lamp5","20180628_sample_7",5,"#66A61E"
"228","Expr",-0.0297322281671148,-0.029152647432498,-0.000626058513324696,"Pvalb","20180703_sample_1",3,"#7570B3"
"229","Expr",0.0262022846623426,-0.00914447136965565,0.00622262079898607,"IT","20180703_sample_2",1,"#1B9E77"
"230","Expr",-0.0319922458393857,-0.0340743115616203,-0.000524865443862063,"Pvalb","20180704_sample_1",3,"#7570B3"
"231","Expr",-0.0294980750301273,-0.029017271158229,0.000152973410153861,"Pvalb","20180704_sample_2",3,"#7570B3"
"232","Expr",-0.0285944073208289,-0.027208062990668,-0.000459073400397453,"Pvalb","20180704_sample_3",3,"#7570B3"
"233","Expr",0.00962768964807929,0.00313980579340608,-0.00745564330347179,"IT","20180704_sample_4",1,"#1B9E77"
"234","Expr",-0.0118347018745035,-0.0016136501410971,-0.00716288433077319,"Pvalb","20180704_sample_5",1,"#1B9E77"
"235","Expr",-0.030006162167657,-0.0298137561992105,-0.000612875258655216,"Pvalb","20180705_sample_1",3,"#7570B3"
