"AP.Fano.factor","AP.amplitude..mV.","AP.amplitude.adaptation.index","AP.amplitude.average.adaptation.index","AP.coefficient.of.variation","AP.threshold..mV.","AP.width..ms.","Afterdepolarization..mV.","Afterhyperpolarization..mV.","Burstiness","ISI.Fano.factor","ISI.adaptation.index","ISI.average.adaptation.index","ISI.coefficient.of.variation","Input.resistance..MOhm.","Latency..ms.","Latency....20pA.current..ms.","Max.number.of.APs","Membrane.time.constant..ms.","Rebound..mV.","Rebound.number.of.APs","Resting.membrane.potential..mV.","Rheobase..pA.","Sag.area..mV.s.","Sag.ratio","Sag.time..s.","Spike.frequency.adaptation","Upstroke.to.downstroke.ratio","Wildness"
0.940204637999521,92.4708731472492,0.921983172821977,0.981921881764971,0.116992499494622,-27.9546119272709,1.28,0,-3.21631319820881,0.685689201053556,0.00257039780483933,2.14833080424886,1.26808889099834,0.256077788012719,72.7258884225573,111.8,60.48,16,9.70370709498408,1.08913745595697,0,-66.9706547081471,300,0,1.13215131514701,0,0.777777777777778,3.43258028356054,0
1.06408176122744,88.1682895123959,0.902157011720556,0.979377468210704,0.124814246470671,-27.8212539851665,1.39999999999998,0,-6.44145533442497,0.537117903930131,0.00181312424867327,1.15363735070575,1.08184807425107,0.20836207885098,71.3817837014795,76.16,45.72,15,7.27796176988683,0.111788465234085,0,-63.5307751983404,294.285714285714,0,1.03326520088628,0,0.875,3.89301414017856,0
1.69483831249903,85.7968237251043,0.85904390478488,0.991825468045428,0.17271060182517,-26.3634007424116,1.40000000000001,0,-0.62066875398159,0.495403472931563,0.00200678886750374,1.19279279279279,1.06527543826047,0.24914687958926,120.178483026102,62.56,35.6,19,6.87118890734488,0.629718922082191,0,-74.6359204098582,300,0,1.08129730977644,0,0.727272727272727,3.97128884281915,0
1.53793044835574,97.3181016743183,0.930626885530266,0.984171490237332,0.148604409837965,-25.5209840834141,1.20000000000001,0,4.5954454690218,0.604190919674039,0.00262060802035214,2.31264193792581,1.1992421628291,0.29617905600822,63.1107482487956,26.36,20.4,21,4.27946230347664,0.79013102678028,0,-59.4160372786224,400,0,1.1379550909813,0,0.75,3.5274534743365,0
0.272787218166236,86.9474820792675,0.91631836645568,1.00018436850714,0.0619267636174929,-44.8297448456287,0.83999999999998,0,-4.91209700703621,0.699328859060403,0.000957749479481497,19.1780821917808,5.60045326574422,0.219646268234587,39.9408075163763,79.84,49.76,31,10.1433955658264,1.74833337523741,0,-70.5805925413966,231.111111111111,0,1.33392151384383,0,0.823529411764706,2.60188304195941,0
0.726064555006878,87.6763388514519,0.77374010678356,1.01625556027563,0.120695268078595,-47.6284436881542,0.920000000000004,0,1.73130631446838,0.479638009049775,0.00059039741129979,35.1818181818181,10.2695068981566,0.216063671120994,38.5270351413637,80.84,42.28,48,9.520988081718,0.7139570877588,0,-67.9785788714886,240,0,1.16852467767839,0,0.777777777777778,2.75452399936055,0
0.289960589730667,83.9087590575218,0.979456416174788,0.995856714822354,0.0660675412737422,-43.7650419771671,0.920000000000004,0,-11.5939974784851,0.169892473118279,0.000395206405225839,1.25262054507337,1.07306061102972,0.133701353652839,100.077700092711,45.4,25.96,28,12.1714926897685,0.788821922497419,0,-64.7137469083071,80,0,1.05989891940746,0,0.866666666666667,2.98784458969122,0
0.98269441374636,82.138653844595,0.95883262213292,0.994187496843229,0.128704568541507,-43.915681540966,0.959999999999989,0,-12.1408477425575,0.245468844918858,0.000563650198837566,1.27576974564926,1.06616200407651,0.162487674377366,96.5828671042215,40,25.44,29,11.9767639753419,0.395203547718438,0,-67.8824646115303,100.740740740741,0,1.05645232343997,0,0.866666666666667,3.00397737700264,0
2.54527097748402,102.063372731209,0.632451783065245,0.994599379863979,0.195746000302405,-44.967595487833,2.04000000000004,0,2.86733731627464,0,0.00563047714779331,1.89893617021277,1.31965289573419,0.332475908680641,178.404058464936,168.04,113.96,12,22.3246638111829,1.66838320149553,0,-71.8545997619629,60,0,1.08893428538574,0,0.571428571428571,5.49502556590653,1
3.61122186617793,95.3690968453884,0.59178940304013,1.04486664142834,0.252151445811503,-46.3068187236786,1.59999999999999,0,0.864814966917038,0.577220077220077,0.00280624604145173,1.93333333333333,1.76708579427123,0.284191576007398,177.908654456337,127.08,77.04,18,22.107418781009,2.94811701924536,0,-69.6829984307289,60,0,1.12213873738729,0,0.8,4.92478745865238,0
4.04509749178668,90.8973813056946,0.554456604181764,1.00838118681639,0.249557695562632,-42.491365224123,1.59999999999999,0,0.213224440813065,0.456954667290674,0.00849763808423029,2.02257336343115,1.65860420861688,0.39174549433397,124.003156711658,104.12,71.04,11,14.1118661014678,1.81021333173391,0,-73.1868996709585,120,0,1.09718456098569,0,0.571428571428571,4.65787965551365,0
