"data","Val0","Val1","Val2","Val3","Val4","Val5","Val6","Val7","Val8","Val9","Val10","Val11","Val12","Val13","Val14","Val15","Val16","Val17","Val18","Val19","ttype","cellnames","gmm_cluster"
"Ephys",0.0313861971115069,-0.0180689565534318,0.010002805448394,-0.00506472431464987,-0.0304127763501806,-0.00367740357894645,0.012725900981753,-0.0101681434408972,0.00331875242156199,0.00268567290133391,-0.000612362171512072,0.000835751112569736,0.00457479126258521,-0.002019242993289,-0.0121354793251571,0.00881777364877065,-0.00717948398483679,0.00248644534793263,0.00207494074633031,-0.0203952704910082,"ET","20171204_sample_2",2
"Ephys",0.0314053110681711,-0.0180426098396221,0.00990297799584201,-0.00471985329987974,-0.0161566936890012,-0.0145603269723638,0.00956919168741307,-0.00376858477472168,-0.00195901573897444,0.0041544796557928,-0.00247102466924668,0.00194750853737147,-0.00805721211313045,-0.00444548474136987,-0.0113069901568386,0.00287663493261068,-0.000796681516289553,0.0047726908136272,-0.000749812963772929,-0.0145594983966669,"IT","20171204_sample_4",2
"Ephys",0.0317723276356467,-0.0191836014601637,0.00907578489288741,-0.0088189090393909,-0.0363021695545889,-0.0230703296202342,-0.0146578714181597,0.00653236092573484,-0.00870496058247317,0.0143666160343803,-0.0130105252506004,-0.00306158556408442,0.0178293059450482,0.00442081157820687,-0.0159121242282075,-0.0174788068458818,-0.000426336913354135,0.00608079010122891,-0.00258266187035527,-0.0359071457590015,"IT","20171204_sample_5",2
"Ephys",0.031569425886455,-0.017842632377774,0.00995562361573525,-0.00502079288167165,-0.0443296505099279,0.0236613510408837,0.0343804355926242,-0.0319309131974961,0.0242620050440546,0.00111202434112624,-0.00143888109283818,0.00204774918382443,-0.00750109870066003,-0.00909181918741834,-0.0164177306929848,0.0226667140262217,-0.0120589319630901,0.00895782562288527,0.00238703300573388,-0.01333041297643,"ET","20171204_sample_6",2
"Ephys",0.0350118206484218,-0.023817264892806,0.0236456248314279,-0.0148063210763592,-0.172506154238109,-0.0642943104684727,0.00028909001991546,0.0455009016893933,-0.0605656994856231,-0.0025112391122903,0.00616907298956972,-0.00813140160836099,0.0146798363405654,0.00814661737219676,0.0450314974388793,-0.00277214773822652,-0.00477715629371505,-0.00531173869153908,0.0183752822153636,0.0284996144778102,"ET","20171207_sample_1",1
"Ephys",0.0340533734972056,-0.0227720680090088,0.022992936450602,-0.014494596344198,-0.173287454958378,-0.066312730120431,-0.0031630195421726,0.0554272639813328,-0.0780654626260929,-0.00349601964186809,0.0077486960577454,-0.0105810872406723,0.0199648108197525,0.010669538177858,0.0564356868503505,-0.00524412704116226,-0.00622178595347479,-0.00943069604496127,0.0221108266694242,0.0394355491458412,"ET","20171207_sample_2",1
"Ephys",0.0219316272916181,-0.0134039239384354,-0.0145391387004501,-0.0197957575112594,-0.0254612883410549,-0.0282456281624746,-0.0551132548971807,0.0315048635182576,-0.0141657697160964,0.0491644501148138,-0.048780572053162,-0.0110757484608107,0.0638853216657979,0.0145980004070959,-0.0756420392457952,-0.0440647089944271,-0.0102485325473951,0.0195278567438277,-0.0139261022011163,-0.0675789597414598,"IT","20171207_sample_6",1
"Ephys",0.0232121567590019,-0.0147975751165976,-0.0101495242049284,-0.0201268333941852,-0.0483725065672408,-0.0379247315171428,-0.0441251203711941,0.0388093096196786,-0.0297160474250795,0.0440697221525326,-0.0434979207578113,-0.0119429819099741,0.0561904797476947,0.0128240188614438,-0.0581262251995294,-0.0439329613893386,-0.00682594339730697,0.0171205057740517,-0.00889090885388272,-0.0562833515274617,"IT","20171207_sample_7",1
"Ephys",0.0309122710405115,-0.0167910699313402,0.00778779354635423,-0.00217164288451706,0.0259843982003727,-0.0112100588754522,-0.0546608798429418,-0.0113835533382016,0.0374805436766021,0.00175502363081377,-0.0033665036452961,0.00103578474349509,0.0133807544259003,0.011728045335738,0.0197191862596216,-0.0139418430620428,0.000383508948486664,0.00330919359667921,0.000512831704155957,0.0194850389402842,"IT","20171219_sample_1",2
"Ephys",0.030256015006716,-0.0161823595234479,0.0095189696825798,-0.00380405999857019,-0.0363095309948386,-0.0153832648539047,-0.00306437178988778,0.00740670048202453,-0.0188537243389497,0.00317805062837278,0.0026144683099134,0.00519608654842323,-0.0210843093114722,-0.00416605185916353,-0.00890066425315682,-0.00752200216091354,0.00821821903322156,0.00038826790698724,-0.00327027539640347,-0.00788662668268744,"IT","20171219_sample_2",2
"Ephys",0.0299575449950995,-0.01555414129091,0.00706980553117761,0.00108389066163251,0.0215589484399032,-0.00382311696510299,-0.0250546556266774,0.00271623663825649,-0.00666694692116672,-0.000519319548249726,0.00355365737582829,0.00390910862914956,-0.0279783729390325,-0.00766073952584145,0.00646684749000589,0.00901547862379656,-0.00316543214161627,0.0076262434849001,0.0062445472159624,0.0430882061848337,"IT","20171219_sample_3",2
"Ephys",0.0284534033726794,-0.0134811677283106,0.0063583174456401,-0.0032435236484457,-0.055532343709082,0.030551497501728,0.0223780707854031,-0.0272115032095627,0.0222261748739057,0.00307958143852153,-0.00233027102723206,0.00203297964546615,-0.0130170660844473,-0.00572228604478393,-0.012281904949828,0.00817778476732894,-0.00350618943834815,0.00623616115884498,0.00132613706790133,-0.0054698608069125,"ET","20171219_sample_4",2
"Ephys",0.0288819354194955,-0.0147074792526014,0.0116913369876799,-0.00542147221561159,-0.105650495446561,0.0526823678760451,0.0407089329822216,-0.05650285491192,0.0783542224626805,-0.00885932306134439,-0.000194697361783282,0.00374346500854775,-0.0191902499932168,-0.0118090472252699,-0.0109405959396454,0.0357664185281041,-0.01364961619072,0.0185228100434592,0.00122682327742167,0.0166030338666143,"ET","20171219_sample_6",2
"Ephys",0.027437745645138,-0.0123102051780447,0.00333138585603983,-0.000641484967960848,-0.00741706575497257,0.00421126012091917,-0.0140326094383411,0.00340142396704991,-0.0236375414551079,0.00417844406729704,0.00439880489739002,0.00625466373203376,-0.0174599894835977,-0.00207845016048721,-0.0114055728412595,-0.0105653731935863,0.00817268683095557,0.000410717266393737,-0.00457371553905785,-0.00911090275934692,"IT","20171219_sample_7",1
"Ephys",0.0298428721542507,-0.0180743798498715,0.0156364563246924,-0.0122889501311592,-0.100297649438372,-0.0609884155187026,-0.0487250892861874,0.0569445641140485,-0.0681657918384521,0.000494185203890187,-0.000272029508312321,-0.0101075510134034,0.046449314358517,0.0187620050983687,0.0208133434600766,-0.0371593180601319,0.00783069193334689,-0.0208309424882883,-0.0102965857205607,-0.00575265790077783,"ET","20171219_sample_8",2
"Ephys",0.0273937462927656,-0.01235368501715,0.00801181618701139,-0.00436725122152347,-0.0777211856311944,0.0652805146071626,0.0339378885514517,-0.0607405755193698,0.0759981024842223,-0.00231799799313167,-0.00566520492866536,0.00324363578905581,-0.0186591276679293,-0.0102312034496531,-0.0164746168973979,0.0231279214089124,-0.00778371040333977,0.0150387887291339,0.00103039020568904,0.00103651351943109,"ET","20180102_sample_1",2
"Ephys",0.0322121090244984,-0.0187340085914196,0.0122328058900452,-0.00413516234076674,-0.0100287538823529,-0.0355350510359812,-0.0666619314015796,0.01250976401899,0.00319227249807169,0.00900993321048409,-0.00480780442350133,0.014268124328815,-0.0741958816658042,-0.0250511216353946,-0.0545675244411407,0.00736356350010487,0.0180591826436267,0.0139916246162297,-0.027445890891617,-0.0296396017582735,"IT","20180102_sample_2",2
"Ephys",0.0247659376417137,-0.00937575574857737,0.00240310146693639,-0.0043210510004313,-0.0152925947915214,0.0302035030392756,-0.00879461653534402,-0.0283742757500389,0.0312425611924026,0.0117172474216172,-0.0119840827372831,0.000816295992397601,0.00344526338988877,0.00395524939308497,-0.0135931752095509,-0.0151209116293881,0.00384468901871624,0.00384319990301399,-0.00612628854354785,-0.0151432320482325,"ET","20180102_sample_3",1
"Ephys",0.029855246171984,-0.0162195407892937,0.0129051930774587,-0.0073492866309527,-0.104046663841913,-0.0118797147153944,0.0101868925718446,0.00890745777312059,-0.0186384830158841,0.000696051530585367,0.00260861886664063,-0.00188587779790675,-0.00517715614140188,0.00172992022115659,0.0182710209190891,-0.00233582073846964,-0.00177728672976636,-0.000443399825787667,0.0121032438240082,0.0159267442402931,"ET","20180102_sample_4",2
"Ephys",0.0308605084298802,-0.0170454589117658,0.0072699367624887,-0.0052607006342707,0.00624218976598306,-0.0112997590796384,-0.0499230862639824,-0.00395352785659509,0.0213070881136771,0.0141321733066166,-0.013734423825193,-0.000672522116683773,0.0254667720565485,0.0122883085770929,-0.0190778517040636,-0.0253993696334282,0.00153328998756399,0.000986278430136386,-0.0108350786038233,-0.0372767217092155,"IT","20180102_sample_5",2
"Ephys",0.021505767703127,-0.00671097703896277,0.00333191006138788,-0.00264964155523043,-0.0476335697467357,0.0403866628596508,0.0109226702395595,-0.0266063586370546,0.0338062300813014,-0.00250277430818323,0.000713047585582036,0.00168441511102629,-0.00338243003681187,-0.000909433848953514,-0.0063758631357665,0.00467019097783931,-0.00593196121859246,-0.00148023763939906,0.00426191546911226,-0.00169058761831714,"ET","20180103_sample_1",1
"Ephys",0.0364526140444414,-0.0257205085494618,0.0283878425257582,-0.0183020675647085,-0.238017999227767,-0.0843690981157138,-0.00169491304944111,0.0677893075758855,-0.0909346054363896,-0.00300870687339034,0.0092021552446578,-0.0145308539363051,0.0243328604263805,0.0161985031892254,0.0846219830523296,-0.00839350739568392,-0.00892197025616559,-0.00586830566406366,0.0374681221782721,0.062366019751716,"ET","20180103_sample_2",1
"Ephys",0.0271476564152673,-0.0124710731568738,0.00542510399786234,-0.00262322746814998,-0.0278154881122697,0.0481416531560587,0.00425177206051522,-0.0330357800030833,0.0283993387311345,-0.00678583730871068,0.00488211478462099,0.00173336965130971,-0.000453312730675644,-0.00803698546165285,-0.0192444443872031,0.016337705014587,-0.00512724271929004,-0.00734432152333574,-0.0137222592326636,-0.016728346798338,"ET","20180103_sample_3",2
"Ephys",0.0303809182719436,-0.0163927184908485,0.00789769741190478,-0.0027996425474655,0.00890746949933085,-0.00664519054380863,-0.040615628750734,-0.00847071621129316,0.0256573420495805,0.00494942349392428,-0.00674347976679199,-0.00154203843609888,0.0185152617769141,0.0115948113463934,0.0134023630029075,-0.0232563668195513,0.00511602221178603,0.00134847385244197,-0.00162932748448734,-0.00973762567026247,"IT","20180103_sample_5",2
"Ephys",0.0310352728807664,-0.017250502799749,0.00866849755922847,-0.00271496291447412,0.014627635652598,-0.00769832793387992,-0.0523502202076509,-0.00866881261349432,0.032316828823904,0.00382013989871033,-0.00633086112140697,-0.00199741595701324,0.0257680006557985,0.0138341449357755,0.0154492429920463,-0.0203417070341094,0.00185826315365778,-0.000701355445309264,-0.000456401465321984,-0.0132164060741864,"IT","20180103_sample_6",2
"Ephys",0.0276150475656382,-0.0138412939373084,0.00800005565134389,-0.00236859876162755,-0.0103120259041577,0.0130740812942253,-0.0248825164924744,-0.0177891831257771,0.0379524156933513,-0.00702125677432267,0.00288033138119693,-0.00181163303360582,0.0178324990336148,0.00388900882026904,0.00678803546836921,0.0131034633596218,-0.0115606191420087,-0.00457847115963285,0.00554908139774189,-0.00309084004851977,"IT","20180103_sample_7",2
"Ephys",0.0275699912474301,-0.0137556007686414,0.00440722695623238,3.45580716265145e-05,0.00966450587843588,-0.0043312110493509,-0.0294241357373394,0.00614458904042648,-0.00637914786547058,-0.00525818016275936,0.00969532633970709,-0.00395916861329286,0.04978504589049,0.00973941729457012,-0.0127536231795441,0.0313512069651367,-0.0282262078955883,-0.0162148279457437,0.0120506216638058,-0.0490608835771174,"IT","20180103_sample_8",2
